,F,V,R0,eta,gamma,alpha,,vexp,R0exp,etaexp
126,2.880192438,-15.6400249,-4.893069189,-0.13273848,0.0440787,0.021125176,,1.61296E-07,0.007498373,0.875694074
127,2.820228342,-15.63421201,-4.884924952,-0.139680221,0.042799919,0.059671205,,1.62236E-07,0.007559691,0.869636282
128,2.933029582,-15.65483226,-4.876501742,-0.120180652,0.043297784,0.058747595,,1.58925E-07,0.007623637,0.886760227
129,2.879398308,-15.64043894,-4.884465853,-0.148327801,0.041295852,0.045741537,,1.61229E-07,0.007563163,0.862148456
130,2.978140527,-15.68948638,-4.869954065,-0.141554945,0.052367693,0.021850094,,1.53512E-07,0.007673718,0.868007482
131,2.87949106,-15.63707908,-4.884544111,-0.129321982,0.046301607,0.03332545,,1.61772E-07,0.007562571,0.878690997
132,2.817048467,-15.63659894,-4.880833371,-0.110752793,0.044397869,0.027560309,,1.6185E-07,0.007590686,0.895160011
133,2.877000207,-15.66823766,-4.89599769,-0.137697627,0.040260224,0.023439806,,1.56809E-07,0.007476446,0.871362128
134,2.875228537,-15.649743,-4.882971719,-0.134750884,0.047397775,0.013849751,,1.59736E-07,0.007574471,0.873933595
135,2.874695401,-15.66472131,-4.894136878,-0.144305293,0.040418356,0.039118619,,1.57361E-07,0.007490372,0.865623439
136,2.836281927,-15.64398924,-4.895761343,-0.144271903,0.044072957,0.011565555,,1.60658E-07,0.007478214,0.865652343
137,2.784399462,-15.66229257,-4.886133644,-0.144659582,0.04950216,0.010732833,,1.57744E-07,0.007550559,0.865316812
138,2.776162838,-15.64821043,-4.89694376,-0.135736791,0.048912368,0.027982993,,1.59981E-07,0.007469376,0.873072403
139,2.875526253,-15.65789076,-4.901436516,-0.1186415,0.041903661,0.013761012,,1.5844E-07,0.007435894,0.888126137
140,2.940041485,-15.65921883,-4.878782416,-0.123555188,0.043328629,0.0401045,,1.5823E-07,0.00760627,0.883772866
141,2.852512199,-15.65628916,-4.895117542,-0.131394263,0.044166746,0.035908762,,1.58694E-07,0.00748303,0.876871988
142,2.88098425,-15.66021963,-4.894621274,-0.139670146,0.042789651,0.016907022,,1.58071E-07,0.007486744,0.869645044
143,2.919932636,-15.6676511,-4.905693012,-0.114643577,0.044675229,0.005256569,,1.56901E-07,0.00740431,0.891683904
144,2.817211419,-15.62961305,-4.886499444,-0.123127177,0.041958373,0.024884324,,1.62984E-07,0.007547798,0.884151212
145,2.890816075,-15.67768203,-4.905536166,-0.145456847,0.044351316,0.014233626,,1.55335E-07,0.007405471,0.8646272
146,2.92896172,-15.68793811,-4.90206309,-0.161514185,0.047685173,0.009814679,,1.5375E-07,0.007431236,0.850854462
147,2.860326496,-15.6887511,-4.897792228,-0.174249089,0.047028708,0.011844394,,1.53625E-07,0.007463042,0.840087615
148,2.851555852,-15.64849383,-4.888238182,-0.160624049,0.042417355,0.048672723,,1.59936E-07,0.007534686,0.851612176
149,2.903586252,-15.663087,-4.89083609,-0.147592347,0.044879103,0.022690858,,1.57619E-07,0.007515137,0.862782759
150,2.802668782,-15.664949,-4.897841148,-0.151636478,0.045181002,0.029075249,,1.57325E-07,0.007462677,0.859300599
151,2.792621777,-15.63907697,-4.878718651,-0.152819022,0.041811828,0.062551967,,1.61449E-07,0.007606755,0.858285038
152,2.890548195,-15.68206427,-4.894049916,-0.13689305,0.044099051,0.046399881,,1.54656E-07,0.007491023,0.872063489
153,2.760047716,-15.62873233,-4.891257174,-0.149892286,0.042281906,0.01110386,,1.63128E-07,0.007511973,0.860800692
154,2.952484015,-15.66989765,-4.903635106,-0.152590463,0.040039469,0.018970627,,1.56549E-07,0.007419563,0.85848123
155,2.910634658,-15.62584324,-4.893209095,-0.102494574,0.046439473,0.028464927,,1.636E-07,0.007497324,0.902583047
156,2.790428095,-15.63494413,-4.884151435,-0.144686162,0.041848937,0.021713878,,1.62118E-07,0.007565541,0.865293813
157,2.913351997,-15.63076657,-4.891206983,-0.12128947,0.04308465,0.009661279,,1.62796E-07,0.00751235,0.885777517
158,2.922625744,-15.66563006,-4.893909628,-0.153143403,0.046514659,0.013530676,,1.57218E-07,0.007492074,0.858006672
159,2.863581632,-15.64519848,-4.890985619,-0.157030538,0.042722297,0.020145315,,1.60464E-07,0.007514013,0.854677958
160,2.917605608,-15.67173091,-4.886323528,-0.166023056,0.046289325,0.040769644,,1.56262E-07,0.007549126,0.847026705
161,3.008674724,-15.68412454,-4.885909028,-0.133772874,0.046539542,0.010944694,,1.54337E-07,0.007552255,0.87478873
162,2.906964524,-15.6791256,-4.896527151,-0.148461385,0.046674271,0.00913194,,1.55111E-07,0.007472489,0.862033294
163,2.874412015,-15.62403946,-4.885918976,-0.136250881,0.043801619,0.031265453,,1.63895E-07,0.00755218,0.87262368
164,2.861617312,-15.67443243,-4.898716634,-0.152341863,0.043197532,0.03494445,,1.55841E-07,0.007456146,0.858694675
165,2.752694172,-15.61491996,-4.888743594,-0.139263164,0.045097533,0.005820868,,1.65397E-07,0.007530878,0.869999046
166,2.868192656,-15.65121256,-4.894311868,-0.151636328,0.043825116,0.014760042,,1.59501E-07,0.007489061,0.859300727
167,2.939533555,-15.65153633,-4.887559731,-0.145616849,0.046228458,0.010284257,,1.5945E-07,0.007539799,0.86448887
168,2.839963638,-15.63628844,-4.892114195,-0.142412599,0.044330547,0.019246294,,1.619E-07,0.007505538,0.867263351
169,2.988184461,-15.68049207,-4.889578323,-0.142515426,0.045763242,0.01555975,,1.54899E-07,0.007524595,0.867174177
170,2.953096752,-15.67494326,-4.895867775,-0.155307956,0.044448548,0.025681023,,1.55761E-07,0.007477418,0.85615148
171,2.832915904,-15.65979825,-4.892391036,-0.135403593,0.043223399,0.018334773,,1.58138E-07,0.00750346,0.873363357
172,2.813270584,-15.65374055,-4.885030787,-0.124412003,0.040635133,0.046991858,,1.59099E-07,0.007558891,0.88301596
173,2.854125745,-15.65439536,-4.874922935,-0.146817976,0.043807009,0.007167567,,1.58995E-07,0.007635683,0.863451132
174,2.957354145,-15.68780695,-4.903006408,-0.139713534,0.04535014,0.031768914,,1.5377E-07,0.007424229,0.869607313
175,2.913244801,-15.63921284,-4.879350178,-0.126467364,0.044343202,0.034186714,,1.61427E-07,0.007601952,0.881202908
176,2.938757906,-15.66187133,-4.893808396,-0.128604783,0.044915186,0.032166315,,1.5781E-07,0.007492832,0.87932142
177,2.789805198,-15.6282101,-4.886706274,-0.140739555,0.045124367,0.02586793,,1.63213E-07,0.007546237,0.868715535
178,2.843944569,-15.66899584,-4.891703096,-0.151505651,0.043462682,0.03853199,,1.5669E-07,0.007508624,0.859413026
179,2.850093865,-15.66578034,-4.891974926,-0.164221515,0.045453995,0.041587071,,1.57195E-07,0.007506583,0.848554034
180,2.872544477,-15.64487015,-4.895996918,-0.141396234,0.04435145,0.048154738,,1.60516E-07,0.007476452,0.868145255
181,3.033721793,-15.70567077,-4.904837298,-0.133856979,0.046730467,0.005519541,,1.51048E-07,0.007410649,0.874715158
182,2.9903171,-15.67068276,-4.888205344,-0.1512254,0.043322543,0.019880617,,1.56426E-07,0.007534933,0.859653911
183,2.944499478,-15.68646736,-4.890899242,-0.160395785,0.043762674,0.010776524,,1.53976E-07,0.007514662,0.85180659
184,2.85660062,-15.66754406,-4.895325525,-0.151304693,0.043267448,0.03513722,,1.56918E-07,0.007481473,0.859585749
185,2.871085095,-15.64693287,-4.873868319,-0.147641944,0.044787134,0.017237524,,1.60186E-07,0.00764374,0.862739969
186,2.902578681,-15.6567553,-4.894160746,-0.124342231,0.045210501,0.024464365,,1.5862E-07,0.007490193,0.883077573
187,2.890969775,-15.6384,-4.8922476,-0.113576179,0.043076034,0.065491649,,1.61558E-07,0.007504536,0.892636193
188,2.943349781,-15.6836142,-4.893969596,-0.14718104,0.045583697,0.015686856,,1.54416E-07,0.007491625,0.863137701
189,2.92593602,-15.65877319,-4.879156302,-0.14271918,0.043764608,0.031048266,,1.583E-07,0.007603426,0.866997505
190,2.863493177,-15.6668928,-4.890607382,-0.1616243,0.044206167,0.030022024,,1.5702E-07,0.007516855,0.850760775
191,2.892102807,-15.66482401,-4.873325388,-0.154162625,0.04981361,0.026752775,,1.57345E-07,0.007647891,0.857132619
192,2.930165826,-15.67638591,-4.905767813,-0.14269428,0.043396779,0.047723469,,1.55536E-07,0.007403756,0.867019093
193,2.910389917,-15.66900792,-4.899247867,-0.146265224,0.043059319,0.029147038,,1.56688E-07,0.007452186,0.863928538
194,2.866779635,-15.65979563,-4.890292527,-0.152710507,0.040699185,0.047637828,,1.58138E-07,0.007519223,0.85837818
195,2.956719318,-15.65929519,-4.893017132,-0.13440718,0.039471698,0.030851301,,1.58217E-07,0.007498764,0.874234021
196,2.841649655,-15.6660565,-4.890786512,-0.163046908,0.040775573,0.019710904,,1.57151E-07,0.007515509,0.849551337
197,2.921190678,-15.6576025,-4.874470593,-0.154622468,0.044324499,0.011488914,,1.58486E-07,0.007639137,0.856738563
198,2.925786602,-15.63951477,-4.885943031,-0.119926712,0.047282914,0.019151558,,1.61378E-07,0.007551999,0.886985439
199,2.912553591,-15.65227096,-4.887254234,-0.150178738,0.046892005,0.058830126,,1.59333E-07,0.007542103,0.860554149
200,2.955973332,-15.674414,-4.885271707,-0.163071535,0.042493191,0.027514881,,1.55843E-07,0.00755707,0.849530415
201,2.933886478,-15.65856592,-4.881065678,-0.117635826,0.043226008,0.027815403,,1.58333E-07,0.007588922,0.889019752
202,2.886444825,-15.66764587,-4.895573699,-0.146757638,0.044465186,0.040112238,,1.56902E-07,0.007479617,0.863503233
203,2.935708216,-15.66811367,-4.865348816,-0.136930297,0.049520795,0.009504697,,1.56828E-07,0.007709139,0.872031008
204,2.898063034,-15.67104034,-4.904834632,-0.142726817,0.044261202,0.046624734,,1.5637E-07,0.007410668,0.866990884
205,2.878936116,-15.68696867,-4.902318018,-0.159530096,0.045708856,0.019674556,,1.53899E-07,0.007429342,0.852544309
206,2.857488336,-15.64478799,-4.884707413,-0.153507529,0.03976283,0.039511313,,1.6053E-07,0.007561336,0.857694307
207,2.931734357,-15.65743359,-4.898420103,-0.155851966,0.043319585,0.030141184,,1.58512E-07,0.007458357,0.855685852
208,2.862474211,-15.67138388,-4.882330329,-0.163595459,0.041900445,0.013374005,,1.56316E-07,0.007579331,0.849085442
209,3.02167453,-15.64825631,-4.877098721,-0.1567118,0.043967385,0.054194713,,1.59974E-07,0.007619087,0.85495042
210,2.791686989,-15.63063461,-4.879505637,-0.128009831,0.039281831,0.017598633,,1.62818E-07,0.007600771,0.879844729
211,2.954514408,-15.68009669,-4.895725682,-0.150785585,0.045964867,0.054323724,,1.5496E-07,0.00747848,0.860032083
212,2.934640771,-15.67590724,-4.88418208,-0.138235149,0.041862419,0.01392076,,1.55611E-07,0.007565309,0.870893878
213,2.922330604,-15.6550559,-4.885440146,-0.135021828,0.040449327,0.047063606,,1.5889E-07,0.007555797,0.87369684
214,2.843848185,-15.66326281,-4.899369881,-0.143598121,0.040468185,0.039978903,,1.57591E-07,0.007451277,0.8662358
215,2.891780725,-15.67000225,-4.853576095,-0.160550119,0.048933979,0.009849888,,1.56532E-07,0.007800433,0.851675137
216,2.795468733,-15.65428752,-4.890869363,-0.133660939,0.042963402,0.031169942,,1.59012E-07,0.007514886,0.874886655
217,2.853068852,-15.66251382,-4.864600813,-0.155017639,0.04259808,0.013631745,,1.57709E-07,0.007714907,0.856400071
218,2.897221965,-15.68916353,-4.888966903,-0.176089828,0.043005559,0.041772345,,1.53562E-07,0.007529197,0.838542656
219,3.005590837,-15.66866169,-4.883087277,-0.149010899,0.044754226,0.056821888,,1.56742E-07,0.007573596,0.861559725
220,2.88804822,-15.67424889,-4.884668707,-0.154305888,0.045534123,0.008767975,,1.55869E-07,0.007561628,0.857009832
221,2.943064628,-15.67101851,-4.895714316,-0.15167455,0.043361606,0.035904987,,1.56373E-07,0.007478565,0.859267884
222,2.893398313,-15.67317851,-4.875087567,-0.153122691,0.043856939,0.01065042,,1.56036E-07,0.007634426,0.858024444
