,F,V,R0,eta,gamma,alpha,,Vexp,R0exp,etaexp
472,8.624191523,-15.71586667,-4.892558994,-0.131114059,0.045690192,0.014458333,,1.49515E-07,0.0075022,0.877117725
473,8.58266234,-15.66739979,-4.941184836,-0.137662739,0.043276069,0.029877731,,1.5694E-07,0.007146126,0.871392529
474,8.496303407,-15.71868794,-4.912787675,-0.166101782,0.04460585,0.050766849,,1.49094E-07,0.007351965,0.846960024
475,8.531232469,-15.66171944,-4.899558441,-0.148769529,0.048590466,0.028415715,,1.57834E-07,0.007449872,0.861767704
476,8.575310274,-15.63042711,-4.919612385,-0.124552695,0.041327218,0.117318388,,1.62851E-07,0.007301961,0.882891736
477,8.685828452,-15.70740108,-4.920354349,-0.13791845,0.042166226,0.123402103,,1.50786E-07,0.007296545,0.871169733
478,8.540256178,-15.67136725,-4.919162709,-0.134332102,0.044407783,0.050559652,,1.56319E-07,0.007305245,0.874299659
479,8.534245596,-15.698416,-4.914113005,-0.145493908,0.046324003,0.076680197,,1.52147E-07,0.007342228,0.864595157
480,8.49400564,-15.66671852,-4.914062851,-0.146124234,0.047074566,0.063467317,,1.57047E-07,0.007342596,0.864050352
481,8.375457313,-15.70100725,-4.933671347,-0.148490772,0.047089373,0.080129789,,1.51754E-07,0.007200021,0.862007962
482,8.582826097,-15.7021832,-4.939159032,-0.163162507,0.04669492,0.030556186,,1.51575E-07,0.007160618,0.849453135
483,8.582233796,-15.69707859,-4.936892937,-0.127742018,0.04572812,0.047565991,,1.52351E-07,0.007176863,0.880080395
484,8.647503317,-15.70709061,-4.92640931,-0.139400159,0.042556592,0.046512407,,1.50833E-07,0.007252498,0.869879868
485,8.518486447,-15.68001473,-4.914735287,-0.142850038,0.044486441,0.026631927,,1.54973E-07,0.00733766,0.866884058
486,8.402090121,-15.7028266,-4.886234341,-0.167635658,0.047152812,0.063211063,,1.51478E-07,0.007549799,0.845661888
487,8.479327104,-15.70992524,-4.908808128,-0.139840649,0.047782903,0.048666117,,1.50406E-07,0.007381281,0.869496779
488,8.532766319,-15.6796069,-4.900386145,-0.135568076,0.044168017,0.059622582,,1.55036E-07,0.007443708,0.873219716
489,8.690320415,-15.70032005,-4.911393321,-0.129010115,0.043591645,0.058401846,,1.51858E-07,0.007362223,0.878965075
490,8.530493861,-15.67025116,-4.958558703,-0.140574384,0.044754338,0.100210511,,1.56494E-07,0.007023043,0.868859033
491,8.559389668,-15.68984841,-4.898643191,-0.115625564,0.044882293,0.045421917,,1.53457E-07,0.007456694,0.890808712
492,8.533208787,-15.69451257,-4.905618453,-0.144611024,0.039806102,0.058060903,,1.52742E-07,0.007404862,0.865358831
493,8.512875241,-15.67029556,-4.924155241,-0.144471607,0.037987787,0.048026359,,1.56487E-07,0.007268864,0.865479486
494,8.499425391,-15.67959766,-4.922691775,-0.160223623,0.047091824,0.046840991,,1.55038E-07,0.00727951,0.851953251
495,8.488120839,-15.69659467,-4.958770393,-0.134900611,0.047927261,0.028046188,,1.52425E-07,0.007021556,0.873802754
496,8.564730989,-15.69901634,-4.910021897,-0.140982531,0.039555521,0.030692606,,1.52056E-07,0.007372327,0.868504484
497,8.517483858,-15.67259634,-4.951475481,-0.156921912,0.045373443,0.047933834,,1.56127E-07,0.007072965,0.854770804
498,8.453313305,-15.72029855,-4.886798231,-0.168187005,0.043498726,0.018287282,,1.48854E-07,0.007545543,0.845195764
499,8.435422927,-15.67034782,-4.916762029,-0.134339875,0.046711064,0.047872998,,1.56478E-07,0.007322804,0.874292864
500,8.514439608,-15.67854305,-4.894827788,-0.131140475,0.045306187,0.074846826,,1.55201E-07,0.007485198,0.877094555
501,8.509812946,-15.66811919,-4.911231847,-0.147806263,0.045566348,0.027613435,,1.56828E-07,0.007363412,0.862598216
502,8.478527401,-15.67067544,-4.871882202,-0.135613062,0.045647282,0.11329526,,1.56427E-07,0.007658936,0.873180434
503,8.545004484,-15.69011256,-4.921719262,-0.123278729,0.042760762,0.081198465,,1.53416E-07,0.007286593,0.884017227
504,8.594255979,-15.6984656,-4.862409749,-0.148923301,0.045189343,0.061126694,,1.5214E-07,0.00773183,0.861635199
505,8.487681169,-15.67719174,-4.941075184,-0.1287892,0.043999295,0.035975419,,1.55411E-07,0.00714691,0.879159273
506,8.541682748,-15.64797179,-4.923752107,-0.128206494,0.048731902,0.072130407,,1.60019E-07,0.007271795,0.879671713
507,8.563060509,-15.7044262,-4.949194014,-0.150605863,0.042282526,0.054945943,,1.51236E-07,0.00708912,0.860186663
508,8.526149879,-15.69891357,-4.913745815,-0.145578129,0.044847695,0.016290025,,1.52072E-07,0.007344924,0.864522343
509,8.48754465,-15.66428826,-4.90441466,-0.143183638,0.040322574,0.100343021,,1.57429E-07,0.007413781,0.866594915
510,8.403057426,-15.69329218,-4.925014295,-0.132542338,0.046065525,0.018693436,,1.52929E-07,0.007262622,0.875865851
511,8.52574544,-15.68560976,-4.910447224,-0.150827558,0.04719029,0.068457496,,1.54108E-07,0.007369192,0.859995985
512,8.546637984,-15.69463925,-4.903981168,-0.138016445,0.04256538,0.07015859,,1.52723E-07,0.007416996,0.871084367
513,8.523488643,-15.6897627,-4.911239516,-0.151936526,0.045618424,0.02753787,,1.5347E-07,0.007363356,0.859042806
514,8.541911281,-15.66892136,-4.91446079,-0.143344503,0.042090647,0.056904792,,1.56702E-07,0.007339674,0.866455521
515,8.618387389,-15.67405721,-4.907823917,-0.128569104,0.043340124,0.090419821,,1.55899E-07,0.007388549,0.879352793
516,8.67348027,-15.68446703,-4.909003517,-0.14534744,0.042366412,0.20198132,,1.54285E-07,0.007379839,0.864721802
517,8.603584634,-15.66830295,-4.956383418,-0.123740819,0.041878913,0.053281018,,1.56799E-07,0.007038337,0.883608825
518,8.516239118,-15.67515912,-4.920375427,-0.148750134,0.047538384,0.068479204,,1.55727E-07,0.007296391,0.861784419
519,8.549508577,-15.70304071,-4.917618279,-0.146113117,0.03743731,0.063968136,,1.51445E-07,0.007316536,0.864059958
520,8.56025772,-15.6955611,-4.884774662,-0.151273506,0.045873107,0.052725204,,1.52582E-07,0.007560827,0.859612557
521,8.469787526,-15.64096113,-4.924458841,-0.134610724,0.041097405,0.078715804,,1.61145E-07,0.007266658,0.874056094
522,8.52855234,-15.68402183,-4.90744804,-0.12894962,0.046953696,0.083188988,,1.54353E-07,0.007391327,0.87901825
523,8.50131201,-15.65921823,-4.904789351,-0.173182933,0.045179023,0.066816612,,1.5823E-07,0.007411004,0.840983757
524,8.495929476,-15.68498971,-4.906818716,-0.132180863,0.042323306,0.053282373,,1.54204E-07,0.00739598,0.876182512
525,8.572423077,-15.69116769,-4.909426699,-0.154493382,0.04712749,0.065601481,,1.53254E-07,0.007376716,0.856849163
526,8.445396713,-15.67757429,-4.917470401,-0.137595746,0.042856163,0.034980793,,1.55352E-07,0.007317618,0.871450908
527,8.596142997,-15.669475,-4.924567386,-0.143280582,0.046036201,0.05159645,,1.56615E-07,0.007265869,0.866510907
528,8.564528666,-15.6823111,-4.91350793,-0.137376429,0.038970555,0.099021478,,1.54618E-07,0.007346671,0.871642053
529,8.589786516,-15.68051106,-4.916988631,-0.127755393,0.041089421,0.033321017,,1.54896E-07,0.007321144,0.880068623
530,8.597056785,-15.67406287,-4.906296455,-0.14327021,0.046109946,0.078632933,,1.55898E-07,0.007399843,0.866519895
531,8.55055902,-15.68332561,-4.927039944,-0.132806531,0.039766514,0.048595569,,1.54461E-07,0.007247926,0.875634484
532,8.524700254,-15.71446368,-4.914972158,-0.147439438,0.043225771,0.08104597,,1.49725E-07,0.007335922,0.862914697
533,8.582066319,-15.68402952,-4.908594637,-0.138379877,0.041729941,0.084998975,,1.54352E-07,0.007382857,0.870767844
534,8.572060031,-15.67272969,-4.910417095,-0.136849775,0.047703407,0.130957199,,1.56106E-07,0.007369414,0.872101228
535,8.652151436,-15.69927255,-4.883377802,-0.143067683,0.043281359,0.026964881,,1.52017E-07,0.007571396,0.866695406
536,8.468169621,-15.69041572,-4.930947964,-0.109032287,0.042589784,0.033074511,,1.5337E-07,0.007219656,0.896701465
537,8.573189893,-15.69773747,-4.909468109,-0.153537009,0.047485541,0.035068437,,1.52251E-07,0.007376411,0.857669022
538,8.537551889,-15.68201761,-4.907633323,-0.156591377,0.043684267,0.090981836,,1.54663E-07,0.007389957,0.855053382
539,8.620523476,-15.65791142,-4.907891165,-0.10598329,0.043106271,0.046279027,,1.58437E-07,0.007388052,0.899439677
540,8.514187364,-15.66486641,-4.916984929,-0.122797382,0.042128275,0.060010913,,1.57338E-07,0.007321171,0.884442848
541,8.598471949,-15.68123152,-4.893316534,-0.130328491,0.04187712,0.067961222,,1.54785E-07,0.007496519,0.877807032
542,8.521135007,-15.7097396,-4.922353215,-0.171513581,0.045405491,0.037165512,,1.50434E-07,0.007281975,0.842388828
543,8.484336959,-15.7005305,-4.956075444,-0.148094609,0.042020337,0.071178881,,1.51826E-07,0.007040505,0.862349525
544,8.605536324,-15.7225649,-4.890067674,-0.128014348,0.046941914,0.032715536,,1.48517E-07,0.007520913,0.879840755
545,8.62421103,-15.69073007,-4.87334958,-0.131444598,0.040141121,0.105152898,,1.53321E-07,0.007647706,0.876827852
546,8.522478269,-15.67411339,-4.946246082,-0.132856045,0.045362543,0.087544261,,1.5589E-07,0.007110049,0.875591129
547,8.611575598,-15.70398883,-4.921458906,-0.139979934,0.045543899,0.022543993,,1.51302E-07,0.00728849,0.86937568
548,8.522459736,-15.68600584,-4.888380406,-0.12437896,0.042652728,0.088192528,,1.54047E-07,0.007533614,0.883045139
549,8.594782273,-15.64641469,-4.936134436,-0.144839255,0.040716632,0.065610033,,1.60269E-07,0.007182308,0.865161352
550,8.482114066,-15.67653046,-4.915396834,-0.151356824,0.044080687,0.036816185,,1.55514E-07,0.007332807,0.859540939
551,8.59756098,-15.65137947,-4.919850015,-0.120226305,0.03895995,0.172637293,,1.59475E-07,0.007300226,0.886719745
552,8.479870679,-15.71485395,-4.873501555,-0.146164852,0.046643574,0.026351702,,1.49667E-07,0.007646544,0.864015257
553,8.494891868,-15.66708268,-4.947662539,-0.13711962,0.048453052,0.053557369,,1.5699E-07,0.007099985,0.871865927
554,8.395392442,-15.68776665,-4.921000369,-0.144818289,0.047324564,0.021889915,,1.53776E-07,0.007291833,0.865179492
555,8.515096974,-15.70351395,-4.954949056,-0.131583408,0.042497185,0.07344942,,1.51374E-07,0.007048439,0.876706148
556,8.584964626,-15.69812577,-4.935337028,-0.125065948,0.048150192,0.058051561,,1.52192E-07,0.007188038,0.882438706
557,8.611156166,-15.67813767,-4.868916822,-0.111469899,0.045589074,0.059921212,,1.55264E-07,0.007681681,0.894518317
558,8.611710832,-15.7557122,-4.907302545,-0.170274595,0.047210761,0.02680985,,1.43675E-07,0.007392402,0.843433182
559,8.567597725,-15.692803,-4.925798062,-0.157861082,0.043938726,0.038744993,,1.53004E-07,0.007256932,0.853968405
560,8.478373717,-15.68427062,-4.918581026,-0.154296192,0.049427185,0.030409403,,1.54315E-07,0.007309495,0.857018141
561,8.558487732,-15.68231264,-4.932659057,-0.140762858,0.041453062,0.065703396,,1.54617E-07,0.007207313,0.868695291
562,8.603994903,-15.68774887,-4.920271581,-0.146757886,0.043799906,0.039098704,,1.53779E-07,0.007297149,0.863503018
563,8.536505674,-15.69908666,-4.907089579,-0.144650635,0.045462366,0.073246834,,1.52045E-07,0.007393977,0.865324555
564,8.47656178,-15.6604118,-4.920298935,-0.13688157,0.041608592,0.05021692,,1.58041E-07,0.007296949,0.8720735
565,8.592418003,-15.70915894,-4.941979768,-0.144028772,0.045657462,0.037165649,,1.50522E-07,0.007140448,0.865862835
566,8.503486519,-15.6959898,-4.922305399,-0.140128636,0.048866701,0.036427648,,1.52517E-07,0.007282323,0.869246412
567,8.540613957,-15.68994513,-4.907358368,-0.147886472,0.044237527,0.061347856,,1.53442E-07,0.007391989,0.862529031
568,8.609642092,-15.69584613,-4.914655267,-0.154787496,0.046277822,0.043706172,,1.52539E-07,0.007338247,0.856597189
569,8.421828889,-15.6447641,-4.912272898,-0.128528601,0.047017772,0.047737121,,1.60533E-07,0.00735575,0.879388411
570,8.459380179,-15.70533341,-4.899594181,-0.159181794,0.043000886,0.050395777,,1.51099E-07,0.007449606,0.852841303
571,8.495356525,-15.67993821,-4.893676229,-0.183552959,0.04018571,0.035102582,,1.54985E-07,0.007493823,0.832307797
572,8.576049251,-15.70980111,-4.934309846,-0.139244639,0.043454937,0.078105275,,1.50425E-07,0.007195425,0.870015163
573,8.620302039,-15.70827143,-4.857357777,-0.136881076,0.044714403,0.06313689,,1.50655E-07,0.007770989,0.87207393
574,8.616579709,-15.65589138,-4.9065918,-0.146191099,0.050502006,0.050996859,,1.58757E-07,0.007397658,0.86399258
575,8.617186064,-15.71008207,-4.925994322,-0.126638316,0.049451514,0.088778202,,1.50383E-07,0.007255508,0.881052277
576,8.48466449,-15.68100833,-4.932582481,-0.152585194,0.047665424,0.04697875,,1.54819E-07,0.007207865,0.858485753
577,8.725516697,-15.71309972,-4.910055979,-0.141300333,0.048493897,0.031420614,,1.4993E-07,0.007372076,0.868228515
578,8.56438985,-15.74569628,-4.918785783,-0.151983247,0.046526567,0.019874255,,1.45121E-07,0.007307999,0.859002672
579,8.520433709,-15.67451086,-4.922558202,-0.130153869,0.044728608,0.033017013,,1.55828E-07,0.007280482,0.87796033
580,8.516132856,-15.66730535,-4.924378565,-0.138507444,0.047603286,0.064457838,,1.56955E-07,0.007267241,0.87065677
581,8.482730435,-15.70005608,-4.917406058,-0.139940986,0.047650851,0.040962949,,1.51898E-07,0.007318089,0.869409541
582,8.563590509,-15.69003658,-4.909028242,-0.156581174,0.044164951,0.039547955,,1.53428E-07,0.007379656,0.855062106
583,8.468914128,-15.69812777,-4.917084034,-0.137964366,0.044735625,0.013122905,,1.52191E-07,0.007320446,0.871129733
584,8.513366993,-15.6961045,-4.898901671,-0.148712921,0.044839691,0.105811524,,1.525E-07,0.007454766,0.861816489
585,8.655353007,-15.68317047,-4.90966962,-0.124692574,0.047264128,0.038831213,,1.54485E-07,0.007374924,0.882768247
586,8.514661281,-15.72148431,-4.904920681,-0.177732939,0.045693199,0.03251442,,1.48678E-07,0.007410031,0.837165968
587,8.573032069,-15.70353584,-4.920039469,-0.182315248,0.049193433,0.089762554,,1.5137E-07,0.007298843,0.83333859
588,8.561022938,-15.69856676,-4.911224591,-0.147713733,0.045570294,0.024208675,,1.52124E-07,0.007363466,0.862678036
589,8.386338862,-15.67366763,-4.915317617,-0.139624829,0.042769419,0.133903534,,1.5596E-07,0.007333388,0.869684455
590,8.46637561,-15.70483428,-4.918021427,-0.13290305,0.045781722,0.055645053,,1.51174E-07,0.007313587,0.875549973
591,8.578411126,-15.68714022,-4.897863121,-0.143627014,0.041765871,0.076141983,,1.53873E-07,0.007462513,0.866210773
592,8.555360027,-15.70669321,-4.866482735,-0.132861336,0.043508709,0.098828122,,1.50893E-07,0.007700402,0.875586496
593,8.43647547,-15.71187344,-4.928236136,-0.166733249,0.045680372,0.027605783,,1.50114E-07,0.007239261,0.846425366
594,8.649784372,-15.69542618,-4.901623416,-0.150888376,0.045333736,0.037498611,,1.52603E-07,0.007434504,0.859943684
595,8.47796215,-15.7054998,-4.897225136,-0.153090827,0.043734869,0.06116069,,1.51073E-07,0.007467275,0.858051784
596,8.56565578,-15.69526589,-4.905355901,-0.132090782,0.046766363,0.09340255,,1.52627E-07,0.007406807,0.876261443
597,8.512058038,-15.66229525,-4.916942293,-0.10915397,0.045846514,0.067078458,,1.57744E-07,0.007321484,0.896592359
598,8.55601047,-15.70942902,-4.91283595,-0.152614652,0.046458677,0.093782728,,1.50481E-07,0.00735161,0.858460464
599,8.593275568,-15.65888686,-4.913491341,-0.151327587,0.045404178,0.092336215,,1.58282E-07,0.007346793,0.85956607
600,8.488170803,-15.71197146,-4.896488167,-0.127753445,0.046061501,0.034719691,,1.50099E-07,0.00747278,0.880070338
601,8.562474847,-15.69811272,-4.921449261,-0.15011959,0.043593151,0.046457292,,1.52194E-07,0.00728856,0.86060505
602,8.616570302,-15.70252217,-4.910949998,-0.138972912,0.048122711,0.016895044,,1.51524E-07,0.007365488,0.870251602
603,8.567862572,-15.64844284,-4.912097981,-0.143419341,0.047535913,0.105166591,,1.59944E-07,0.007357037,0.866390679
604,8.627011955,-15.72813897,-4.859604714,-0.1394839,0.040927977,0.060110803,,1.47692E-07,0.007753548,0.869807027
605,8.529664719,-15.69357432,-4.905245974,-0.143946727,0.046323148,0.048474597,,1.52886E-07,0.007407621,0.865933877
606,8.536636254,-15.68846738,-4.913766328,-0.13252302,0.042378669,0.010448166,,1.53669E-07,0.007344773,0.875882771
607,8.611617602,-15.6948516,-4.922062431,-0.144215908,0.045442173,0.050383785,,1.52691E-07,0.007284092,0.865700817
608,8.584917936,-15.7143457,-4.917056983,-0.10774797,0.042197017,0.064285474,,1.49743E-07,0.007320644,0.897853854
609,8.459129399,-15.69717276,-4.869948781,-0.131997564,0.048144061,0.030438611,,1.52337E-07,0.007673758,0.87634313
610,8.646311454,-15.73874874,-4.880278202,-0.13326099,0.038154357,0.030255407,,1.46133E-07,0.007594901,0.875236634
611,8.619359941,-15.67317906,-4.907074418,-0.154190095,0.04541265,0.040241204,,1.56036E-07,0.007394089,0.857109074
612,8.600288938,-15.70833877,-4.899140465,-0.136675302,0.041235585,0.036419665,,1.50645E-07,0.007452986,0.872253399
613,8.502987515,-15.71327294,-4.954449111,-0.160112759,0.048841176,0.06044943,,1.49904E-07,0.007051964,0.852047708
614,8.511107832,-15.69249065,-4.901538067,-0.13865438,0.045194423,0.049959159,,1.53052E-07,0.007435139,0.870528849
615,8.638223031,-15.71728176,-4.932779669,-0.135785149,0.042520127,0.050993065,,1.49304E-07,0.007206444,0.873030184
616,8.582537234,-15.69658545,-4.882999026,-0.144330765,0.042415319,0.054440097,,1.52426E-07,0.007574265,0.86560139
617,8.532324317,-15.7095856,-4.915767726,-0.138040406,0.041588381,0.048398856,,1.50457E-07,0.007330088,0.871063495
618,8.521799741,-15.67785314,-4.864322568,-0.147975365,0.040395608,0.087012427,,1.55308E-07,0.007717054,0.862452361
619,8.571209659,-15.70676099,-4.915689345,-0.121495204,0.047889328,0.080178176,,1.50883E-07,0.007330663,0.885595301
620,8.47154411,-15.66248967,-4.898933822,-0.123546648,0.045266442,0.05945608,,1.57713E-07,0.007454527,0.883780413
621,8.576948376,-15.68644641,-4.855876644,-0.139639939,0.047343685,0.022098839,,1.53979E-07,0.007782508,0.869671313
622,8.548693453,-15.71014985,-4.905783804,-0.153294755,0.040939473,0.057278636,,1.50373E-07,0.007403638,0.857876821
623,8.639808236,-15.69419432,-4.907105793,-0.13956658,0.039909753,0.033652845,,1.52791E-07,0.007393857,0.869735114
624,8.610548297,-15.69336842,-4.862889838,-0.147849095,0.044682451,0.041101349,,1.52917E-07,0.007728119,0.86256127
625,8.499784124,-15.71356306,-4.915223533,-0.149619374,0.045221738,0.053275182,,1.4986E-07,0.007334078,0.861035646
626,8.451656209,-15.64304796,-4.920130983,-0.133388702,0.046288973,0.024656248,,1.60809E-07,0.007298175,0.875124863
627,8.596970897,-15.72700017,-4.926632931,-0.124638417,0.038440181,0.130477114,,1.4786E-07,0.007250876,0.882816056
628,8.477695072,-15.67886258,-4.899635403,-0.13746467,0.045095361,0.038081318,,1.55152E-07,0.007449299,0.871565142
629,8.528004148,-15.68901947,-4.927124469,-0.134451284,0.040558911,0.056657379,,1.53584E-07,0.007247313,0.874195465
630,8.587631114,-15.69897831,-4.902613264,-0.143959696,0.046941959,0.089481316,,1.52062E-07,0.007427149,0.865922648
631,8.539460883,-15.66454692,-4.904259899,-0.124552633,0.045038298,0.118723004,,1.57389E-07,0.007414929,0.88289179
632,8.512220739,-15.67638157,-4.917934838,-0.094359828,0.04187105,0.045946649,,1.55537E-07,0.00731422,0.909955276
633,8.587761272,-15.70461193,-4.900023519,-0.122267602,0.049224857,0.030826682,,1.51208E-07,0.007446408,0.884911533
634,8.457125514,-15.7018166,-4.92366535,-0.140285947,0.047202828,0.073629952,,1.51631E-07,0.007272426,0.869109681
635,8.502490713,-15.70531624,-4.938363494,-0.142748019,0.043357645,0.046886276,,1.51101E-07,0.007166316,0.866972502
636,8.537421586,-15.71539107,-4.913387535,-0.146613611,0.041794767,0.051151191,,1.49586E-07,0.007347556,0.863627609
637,8.49002804,-15.69368402,-4.918127003,-0.137642199,0.050106485,0.06548944,,1.52869E-07,0.007312815,0.871410428
638,8.507225287,-15.67669306,-4.932479616,-0.1295818,0.047754124,0.032462396,,1.55489E-07,0.007208607,0.878462727
639,8.572630582,-15.72923666,-4.924112005,-0.161913072,0.044112064,0.022669073,,1.4753E-07,0.007269178,0.850515135
640,8.427330394,-15.66731236,-4.866436357,-0.127973557,0.044209931,0.08464016,,1.56954E-07,0.007700759,0.879876646
641,8.566468572,-15.68723702,-4.925392597,-0.145420107,0.046220079,0.041690443,,1.53858E-07,0.007259876,0.864658968
642,8.604424021,-15.65803843,-4.90630468,-0.137564925,0.045171921,0.089249119,,1.58416E-07,0.007399782,0.871477767
643,8.539309465,-15.69792762,-4.90889702,-0.136479697,0.044576899,0.055587019,,1.52222E-07,0.007380625,0.872424033
644,8.471305467,-15.6813189,-4.888817331,-0.117084881,0.046063204,0.044240149,,1.54771E-07,0.007530323,0.889509687
645,8.604279918,-15.67828188,-4.932467155,-0.124401473,0.04819229,0.142775853,,1.55242E-07,0.007208696,0.883025259
646,8.593429144,-15.69204862,-4.920627956,-0.158638088,0.043288861,0.094738088,,1.53119E-07,0.007294549,0.853305124
647,8.630135398,-15.69243289,-4.963917538,-0.141728942,0.041786737,0.079148528,,1.5306E-07,0.006985508,0.867856464
648,8.550697149,-15.71357961,-4.899592353,-0.139481377,0.044816052,0.053524066,,1.49858E-07,0.007449619,0.869809221
649,8.415018648,-15.65202297,-4.896316411,-0.146898614,0.049847502,0.032157018,,1.59372E-07,0.007474064,0.863381508
650,8.532720204,-15.67524759,-4.917983381,-0.118925763,0.043518474,0.023613537,,1.55714E-07,0.007313865,0.887873712
651,8.648050406,-15.70506374,-4.915961533,-0.15091671,0.042770558,0.009411068,,1.51139E-07,0.007328668,0.859919318
652,8.548580651,-15.66428418,-4.891343171,-0.135409157,0.044455831,0.076959847,,1.5743E-07,0.007511327,0.873358498
653,8.552973187,-15.69577961,-4.912014438,-0.150714177,0.04592828,0.028264192,,1.52549E-07,0.007357652,0.860093498
654,8.546751639,-15.6774951,-4.922995041,-0.118820149,0.048007484,0.092265255,,1.55364E-07,0.007277302,0.887967488
655,8.504619293,-15.74128979,-4.879824323,-0.143786721,0.042623511,0.007237088,,1.45762E-07,0.007598349,0.866072443
656,8.602279642,-15.65953207,-4.913961951,-0.132943821,0.04469651,0.077340974,,1.5818E-07,0.007343337,0.875514276
657,8.515858151,-15.66572347,-4.905883587,-0.147790947,0.048625227,0.084512099,,1.57204E-07,0.007402899,0.862611428
658,8.523330809,-15.68256542,-4.902472197,-0.156170411,0.043683823,0.102630082,,1.54578E-07,0.007428196,0.855413406
659,8.59644206,-15.67153264,-4.947457198,-0.127380602,0.043187345,0.010019741,,1.56293E-07,0.007101444,0.880398528
660,8.555286035,-15.66610075,-4.908445416,-0.131603287,0.041830447,0.037677266,,1.57144E-07,0.007383958,0.876688719
661,8.511186466,-15.66542983,-4.903049937,-0.129831801,0.048026863,0.061879839,,1.5725E-07,0.007423906,0.878243139
662,8.619502576,-15.67464681,-4.932974408,-0.10984121,0.048054845,0.026820014,,1.55807E-07,0.007205041,0.895976396
663,8.644668132,-15.71570203,-4.914168152,-0.148534403,0.04398324,0.060802697,,1.4954E-07,0.007341823,0.861970353
664,8.527174399,-15.66615033,-4.908244387,-0.142577562,0.045845244,0.06689646,,1.57137E-07,0.007385443,0.867120296
665,8.518748107,-15.67244878,-4.913297281,-0.140076569,0.047074031,0.043064724,,1.5615E-07,0.007348219,0.869291672
666,8.57014984,-15.69761351,-4.917361366,-0.124431687,0.047304097,0.05838882,,1.5227E-07,0.007318416,0.882998579
667,8.560389713,-15.71326384,-4.891832819,-0.143537563,0.045729658,0.074784587,,1.49905E-07,0.00750765,0.866288259
668,8.650975231,-15.66294658,-4.917184954,-0.135304966,0.044793662,0.090751935,,1.57641E-07,0.007319707,0.873449498
669,8.5186788,-15.72169447,-4.907972414,-0.150004818,0.047529871,0.006546039,,1.48647E-07,0.007387452,0.86070383
670,8.52268653,-15.66855214,-4.903728952,-0.113356735,0.039155793,0.126776423,,1.5676E-07,0.007418867,0.892832099
671,8.594366188,-15.67161281,-4.951945955,-0.151308368,0.045649247,0.043999371,,1.56281E-07,0.007069638,0.85958259
672,8.558026879,-15.69609608,-4.908799492,-0.139374472,0.042541015,0.033311761,,1.52501E-07,0.007381344,0.869902213
673,8.427790055,-15.70826914,-4.913737934,-0.12465057,0.047045487,0.03324362,,1.50656E-07,0.007344982,0.882805327
674,8.638613253,-15.70087804,-4.916077647,-0.175219015,0.043284515,0.029202346,,1.51773E-07,0.007327817,0.839273187
675,8.65083241,-15.69337038,-4.935057678,-0.122993051,0.045839879,0.086214052,,1.52917E-07,0.007190046,0.884269807
676,8.538385136,-15.65438824,-4.906270596,-0.130238253,0.043085893,0.0703524,,1.58996E-07,0.007400035,0.877886247
677,8.452555786,-15.67522017,-4.881346339,-0.170181951,0.050366281,0.120294003,,1.55718E-07,0.007586793,0.843511325
678,8.601650564,-15.69064257,-4.929563866,-0.109353181,0.046762246,0.044892257,,1.53335E-07,0.007229656,0.896413765
679,8.516554487,-15.70979184,-4.88307356,-0.154774859,0.042615679,0.068628886,,1.50426E-07,0.0075737,0.856608013
680,8.523540259,-15.71259822,-4.907495058,-0.127314692,0.045214111,0.078414251,,1.50005E-07,0.007390979,0.880456556
681,8.530927345,-15.6901538,-4.910916453,-0.136644933,0.048018938,0.01738067,,1.5341E-07,0.007365735,0.872279889
682,8.429723083,-15.68379384,-4.895742812,-0.135999696,0.044273134,0.090883513,,1.54388E-07,0.007478352,0.872842898
683,8.538285164,-15.72754423,-4.905751139,-0.177514478,0.042519747,0.046044459,,1.4778E-07,0.00740388,0.837348876
684,8.565504095,-15.70368119,-4.906122101,-0.148342933,0.04433212,0.096167014,,1.51348E-07,0.007401134,0.86213541
685,8.62452346,-15.71084372,-4.932162783,-0.114048403,0.047368819,0.024713133,,1.50268E-07,0.007210891,0.892214769
686,8.587455066,-15.6648202,-4.903947945,-0.130212226,0.041736014,0.071069716,,1.57346E-07,0.007417242,0.877909096
687,8.667921617,-15.70899623,-4.914282083,-0.178540973,0.041511816,0.037254949,,1.50546E-07,0.007340986,0.836489783
688,8.509896006,-15.67253376,-4.894059363,-0.140796921,0.042064398,0.091440213,,1.56137E-07,0.007490952,0.868665701
689,8.56062735,-15.7080699,-4.92135002,-0.162072185,0.046468086,0.039952822,,1.50686E-07,0.007289284,0.850379817
690,8.669962022,-15.71364466,-4.920371434,-0.136836912,0.045137676,0.039266468,,1.49848E-07,0.00729642,0.872112446
691,8.56231773,-15.72500351,-4.917839011,-0.166217408,0.042976443,0.054312988,,1.48155E-07,0.007314921,0.8468621
692,8.741923679,-15.70558868,-4.921034404,-0.131185179,0.046139266,0.089317645,,1.5106E-07,0.007291584,0.877055347
693,8.520286986,-15.69463849,-4.917745762,-0.133282892,0.045986411,0.03653695,,1.52723E-07,0.007315603,0.875217465
694,8.456625069,-15.64623463,-4.913139124,-0.114152872,0.045071495,0.086896321,,1.60297E-07,0.007349381,0.892121565
695,8.594624649,-15.66985457,-4.894363661,-0.138425872,0.041700149,0.058552831,,1.56556E-07,0.007488673,0.870727794
696,8.4442997,-15.65907358,-4.866075719,-0.148391937,0.04357913,0.180225294,,1.58253E-07,0.007703537,0.862093163
