,F,V,R0,eta,gamma,alpha,,Vexp,R0exp,etaexp
53,5.863635415,-15.74740043,-4.978465917,-0.149128389,0.047263985,0.032852686,,1.44874E-07,0.006884616,0.861458506
54,5.776863009,-15.74856108,-4.914768811,-0.146128535,0.042230597,0.029958651,,1.44706E-07,0.007337414,0.864046636
55,5.933391751,-15.76008256,-4.96914033,-0.144560709,0.047555711,0.015412983,,1.43048E-07,0.006949119,0.865402373
56,5.699214139,-15.75860104,-4.947716397,-0.13099081,0.042302441,0.008896291,,1.43261E-07,0.007099603,0.877225836
57,5.763578146,-15.72179242,-4.915556862,-0.147909631,0.040494912,0.089706229,,1.48632E-07,0.007331634,0.862509056
58,5.820847177,-15.70627963,-4.913065681,-0.146399517,0.044953927,0.044121571,,1.50956E-07,0.007349921,0.863812526
59,5.776400593,-15.74199719,-4.975807644,-0.137456953,0.04154962,0.015889937,,1.45659E-07,0.006902942,0.871571867
60,5.799292453,-15.745108,-4.916360325,-0.133986581,0.046736554,0.078608204,,1.45207E-07,0.007325746,0.874601801
61,5.714481254,-15.72787636,-4.940411395,-0.144177691,0.042804665,0.040688699,,1.4773E-07,0.007151656,0.865733901
62,5.734975866,-15.71422446,-4.956245805,-0.13211144,0.043323737,0.071018371,,1.49761E-07,0.007039305,0.876243341
63,5.761642319,-15.74809779,-4.916954496,-0.139466249,0.044223038,0.026185119,,1.44773E-07,0.007321394,0.86982238
64,5.805494632,-15.74769618,-4.988475637,-0.14876679,0.043312893,0.022168962,,1.44831E-07,0.006816047,0.861770065
65,5.821231685,-15.73658142,-4.97526345,-0.149683359,0.046654186,0.036022329,,1.4645E-07,0.006906699,0.860980555
66,5.790208117,-15.72241619,-4.916924673,-0.162297829,0.043165612,0.059576851,,1.48539E-07,0.007321613,0.850187956
67,5.850040112,-15.76333942,-4.976235552,-0.133977311,0.047062336,0.020662472,,1.42583E-07,0.006899988,0.874609909
68,5.628197416,-15.73561562,-4.938706663,-0.126047443,0.040860796,0.020394056,,1.46592E-07,0.007163858,0.881573021
69,5.809819743,-15.7699302,-4.968717392,-0.155622419,0.048540101,0.034932329,,1.41647E-07,0.006952059,0.855882294
70,5.769775058,-15.7331472,-4.976965351,-0.146252561,0.04393631,0.035885827,,1.46954E-07,0.006894955,0.863939479
71,5.761195942,-15.74681728,-4.959082432,-0.135444509,0.043598823,0.022148492,,1.44959E-07,0.007019366,0.873327624
72,5.836939752,-15.73669715,-4.900975674,-0.140928748,0.045815503,0.051936589,,1.46433E-07,0.007439321,0.868551195
73,5.742693099,-15.73348446,-4.93942454,-0.127742701,0.04651805,0.017919143,,1.46904E-07,0.007158717,0.880079793
74,5.766953679,-15.74091995,-4.974672505,-0.145418485,0.044720802,0.022321271,,1.45816E-07,0.006910782,0.86466037
75,5.808869102,-15.75420508,-4.933032442,-0.154969296,0.042798905,0.01332137,,1.43892E-07,0.007204623,0.856441474
76,5.816644409,-15.76471452,-4.972501014,-0.128132478,0.040668002,0.030000108,,1.42387E-07,0.006925805,0.879736825
77,5.776528386,-15.77437129,-4.932994572,-0.168995686,0.048669754,0.042944567,,1.41019E-07,0.007204895,0.844512546
78,5.804439843,-15.75747304,-4.919431374,-0.132462687,0.040111176,0.011291399,,1.43422E-07,0.007303283,0.875935617
79,5.81318765,-15.7598147,-4.919783538,-0.131216359,0.046938026,0.035402498,,1.43087E-07,0.007300711,0.877028001
80,5.775360616,-15.7623553,-4.968883436,-0.165997719,0.044981296,0.02332288,,1.42724E-07,0.006950905,0.847048166
81,5.836835067,-15.73596799,-4.925960808,-0.154552504,0.044465045,0.029434124,,1.4654E-07,0.007255752,0.856798505
82,5.830222251,-15.7188246,-4.921331263,-0.152095259,0.042555834,0.022319098,,1.49074E-07,0.00728942,0.858906458
83,5.712752488,-15.70191054,-4.970595164,-0.130600185,0.04597692,0.05438956,,1.51617E-07,0.006939017,0.877568569
84,5.802273483,-15.76788055,-4.974915751,-0.17822045,0.044588642,0.008179633,,1.41937E-07,0.006909101,0.83675794
85,5.745686195,-15.72540978,-4.9678002,-0.126132906,0.041231686,0.014362596,,1.48095E-07,0.006958438,0.881497682
86,5.754209179,-15.73549507,-4.963720418,-0.143494807,0.042811352,0.022669479,,1.46609E-07,0.006986885,0.866325299
87,5.791502624,-15.75527909,-4.925155758,-0.121481851,0.043740868,0.030328149,,1.43737E-07,0.007261595,0.885607126
88,5.721275263,-15.72218777,-4.967969444,-0.121289808,0.040052788,0.023073691,,1.48573E-07,0.006957261,0.885777217
89,5.789617432,-15.72023597,-4.917662878,-0.134972341,0.048104629,0.017882523,,1.48864E-07,0.00731621,0.873740078
90,5.863021527,-15.73519952,-4.957013715,-0.126936721,0.040346933,0.029556459,,1.46653E-07,0.007033902,0.880789407
91,5.880835485,-15.75146036,-4.977955746,-0.135254923,0.045603802,0.015289005,,1.44287E-07,0.006888129,0.87349321
92,5.800702832,-15.77298046,-4.970038129,-0.154013508,0.043756371,0.021993124,,1.41215E-07,0.006942883,0.857260441
93,5.758681644,-15.69863717,-4.970140265,-0.117895623,0.04721658,0.03102339,,1.52114E-07,0.006942174,0.888788817
94,5.878094426,-15.77562751,-4.972234753,-0.153552793,0.042782818,0.043501235,,1.40842E-07,0.006927649,0.857655485
95,5.80206372,-15.74336521,-4.930156212,-0.118974672,0.043037176,0.056494206,,1.4546E-07,0.007225375,0.887830288
96,5.835216568,-15.73657681,-4.91831512,-0.135474781,0.045124895,0.012210926,,1.46451E-07,0.007311439,0.873301187
97,5.780292844,-15.71470222,-4.97227094,-0.124330579,0.04564378,0.022335889,,1.4969E-07,0.006927398,0.883087862
98,5.710981584,-15.74845389,-4.929363721,-0.155747834,0.044861671,0.01919812,,1.44722E-07,0.007231103,0.85577496
99,5.822949024,-15.76116165,-4.925933789,-0.153779033,0.04602936,0.026998154,,1.42894E-07,0.007255948,0.857461471
100,5.73855024,-15.7511897,-4.954519277,-0.138863999,0.047805668,0.03138622,,1.44326E-07,0.007051469,0.870346389
101,5.767845756,-15.75083339,-4.972761102,-0.140109353,0.047720288,0.055931113,,1.44378E-07,0.006924004,0.869263174
102,5.764066012,-15.73676265,-4.955995227,-0.114124058,0.041227446,0.059064204,,1.46424E-07,0.007041069,0.892147271
103,5.775255947,-15.74065836,-4.955102539,-0.13723252,0.050161026,0.007495432,,1.45854E-07,0.007047358,0.871767499
104,5.937438571,-15.75180026,-4.932820524,-0.146535777,0.045829409,0.024935747,,1.44238E-07,0.007206149,0.863694831
105,5.689043458,-15.74336019,-4.9387186,-0.157781752,0.047949928,0.013187417,,1.45461E-07,0.007163772,0.854036154
106,5.746876122,-15.75648314,-4.973240775,-0.13670457,0.046250406,0.007240121,,1.43564E-07,0.006920683,0.87222787
107,5.773863343,-15.75100519,-4.917607331,-0.162325351,0.04421199,0.061352847,,1.44353E-07,0.007316616,0.850164558
108,5.720046385,-15.72083072,-4.921652868,-0.132686658,0.046393147,0.002850931,,1.48775E-07,0.007287076,0.875739455
109,5.855748915,-15.76868564,-4.983516592,-0.131463959,0.042732308,0.023727359,,1.41823E-07,0.006849932,0.876810876
110,5.806156425,-15.71842985,-4.932967932,-0.156395077,0.043623814,0.086526048,,1.49133E-07,0.007205087,0.855221245
111,5.790843455,-15.75070855,-4.914439499,-0.158699861,0.047283735,0.044297095,,1.44396E-07,0.007339831,0.853252415
112,5.674925827,-15.72272024,-4.92179159,-0.137092698,0.046815931,0.036360833,,1.48494E-07,0.007286066,0.8718894
113,5.762907461,-15.72297698,-4.963966326,-0.1366402,0.047814378,0.05218204,,1.48456E-07,0.006985167,0.872284018
114,5.809419315,-15.78253853,-4.923885555,-0.1477859,0.044766051,0.02092293,,1.39872E-07,0.007270825,0.862615781
115,5.753565206,-15.70705098,-4.967221806,-0.135249731,0.048664864,0.036601847,,1.50839E-07,0.006962464,0.873497745
116,5.74044734,-15.75916724,-4.928497409,-0.146296561,0.044558242,0.02018092,,1.43179E-07,0.00723737,0.863901466
117,5.764380231,-15.77526825,-4.934801109,-0.158856863,0.046942569,0.017239243,,1.40893E-07,0.007191891,0.853118463
118,5.782061003,-15.75429503,-4.934052886,-0.150032631,0.047080882,0.035233398,,1.43879E-07,0.007197274,0.860679891
119,5.792535174,-15.73026644,-4.929476783,-0.147813751,0.043988924,0.072447429,,1.47378E-07,0.007230285,0.862591757
120,5.70061276,-15.69421501,-4.961171867,-0.114867188,0.047667426,0.032212128,,1.52788E-07,0.007004714,0.891484536
121,5.994219332,-15.76033601,-4.972049076,-0.138431973,0.043329221,0.045969582,,1.43012E-07,0.006928936,0.870722482
122,5.804226336,-15.73293785,-4.965901425,-0.112706615,0.045724251,0.011487311,,1.46985E-07,0.006971663,0.893412736
123,5.795361092,-15.7673486,-4.931778817,-0.140930858,0.047293317,0.008766522,,1.42013E-07,0.00721366,0.868549363
124,5.761015286,-15.71393752,-4.910700824,-0.130393092,0.044647036,0.032634332,,1.49804E-07,0.007367323,0.877750326
125,5.862649418,-15.71784591,-4.990696852,-0.111665836,0.041655388,0.063040771,,1.4922E-07,0.006800924,0.894343065
126,5.726405272,-15.74504512,-4.964777963,-0.121528938,0.045853067,0.016303457,,1.45216E-07,0.0069795,0.885565426
127,5.803494316,-15.73271879,-4.932739473,-0.14763811,0.045197131,0.04158183,,1.47017E-07,0.007206734,0.862743276
128,5.67313409,-15.75278487,-4.961478175,-0.141774729,0.04614201,0.043768373,,1.44096E-07,0.007002569,0.867816728
129,5.677029533,-15.75100165,-4.943165553,-0.138097345,0.044604931,0.017497177,,1.44353E-07,0.007131986,0.871013899
130,5.918097755,-15.74543668,-4.917216534,-0.158948818,0.04487133,0.057459342,,1.45159E-07,0.007319476,0.853040018
131,5.861930283,-15.73734146,-4.92741105,-0.130097635,0.040655235,0.048671363,,1.46339E-07,0.007245237,0.878009703
132,5.699201872,-15.74086618,-4.964002361,-0.154613116,0.044737864,0.051878897,,1.45824E-07,0.006984916,0.856746575
133,5.736914309,-15.77035862,-4.988306766,-0.14621984,0.045791357,0.035306679,,1.41586E-07,0.006817198,0.863967748
134,5.79471917,-15.73041814,-4.969457895,-0.119442068,0.045677813,0.023999938,,1.47355E-07,0.006946913,0.887415416
135,5.796815479,-15.73799559,-4.975925729,-0.126069411,0.0431015,0.029175693,,1.46243E-07,0.006902126,0.881553655
136,5.725588769,-15.74984863,-4.980530297,-0.132074466,0.047131437,0.028342315,,1.4452E-07,0.006870418,0.87627574
137,5.808385799,-15.76157618,-4.944853015,-0.146027764,0.048158664,0.010526642,,1.42835E-07,0.007119961,0.864133711
138,5.84827776,-15.73516496,-4.934188323,-0.12881414,0.045545517,0.033213284,,1.46658E-07,0.0071963,0.879137347
139,5.855758986,-15.74584206,-4.959492831,-0.134138038,0.046335258,0.03211836,,1.451E-07,0.007016485,0.874469346
140,5.809075768,-15.76218161,-4.930562878,-0.128200039,0.045431625,0.028121439,,1.42748E-07,0.007222437,0.879677392
141,5.8272257,-15.72680813,-4.880220353,-0.14843681,0.046459176,0.014090802,,1.47888E-07,0.00759534,0.862054479
142,5.80423163,-15.72091585,-4.922457367,-0.112447192,0.042812719,0.039350046,,1.48762E-07,0.007281216,0.893644538
143,5.738483797,-15.73299087,-4.982729215,-0.138011173,0.040065017,0.066147307,,1.46977E-07,0.006855327,0.871088959
144,5.821474652,-15.74544714,-4.928067726,-0.150820077,0.044007229,0.043404896,,1.45157E-07,0.00724048,0.860002419
145,5.824219364,-15.73333139,-4.964403798,-0.096924086,0.044307201,0.021356187,,1.46927E-07,0.006982112,0.907624905
146,5.799428907,-15.75474025,-5.020656597,-0.134719301,0.041962975,0.039103701,,1.43815E-07,0.006600192,0.873961197
147,5.923911295,-15.74292301,-4.967518832,-0.144188385,0.044845491,0.017604383,,1.45524E-07,0.006960397,0.865724643
148,5.7347056,-15.7257286,-4.897336308,-0.139384338,0.045926041,0.029129445,,1.48048E-07,0.007466445,0.869893631
149,5.783992145,-15.74366524,-4.912875263,-0.171716527,0.042700296,0.027641419,,1.45416E-07,0.007351321,0.842217885
150,5.762344329,-15.73102362,-4.931039917,-0.116243065,0.045892822,0.036998277,,1.47266E-07,0.007218992,0.890258806
151,5.665502441,-15.75847046,-4.972656602,-0.148318207,0.049278522,0.019819741,,1.43279E-07,0.006924727,0.862156727
152,5.750324815,-15.75603875,-4.93238569,-0.125623543,0.044445731,0.029797971,,1.43628E-07,0.007209284,0.8819468
153,5.803241312,-15.73798444,-4.935308205,-0.144262818,0.044487467,0.024656154,,1.46245E-07,0.007188245,0.865660207
154,5.78683527,-15.73276023,-4.933383567,-0.127802079,0.042403068,0.026619425,,1.47011E-07,0.007202093,0.880027538
155,5.73922698,-15.74675095,-4.936615713,-0.169024936,0.044665637,0.063735267,,1.44968E-07,0.007178853,0.844487845
156,5.83408733,-15.74029672,-4.959491767,-0.110036285,0.042689934,0.046710921,,1.45907E-07,0.007016493,0.895801631
157,5.793141415,-15.73813662,-4.966448834,-0.144986181,0.045577291,0.012107741,,1.46222E-07,0.006967848,0.865034247
158,5.792739234,-15.74637661,-5.000133552,-0.139286463,0.04248163,0.026565519,,1.45023E-07,0.006737047,0.869978776
159,5.915877118,-15.75762205,-4.92074119,-0.159373484,0.048168532,0.015102597,,1.43401E-07,0.007293723,0.852677838
160,5.651291703,-15.71897416,-4.925629994,-0.150097224,0.046296237,0.022715891,,1.49051E-07,0.007258152,0.860624299
161,5.763887524,-15.76215475,-4.936533382,-0.144252678,0.041143712,0.009576892,,1.42752E-07,0.007179444,0.865668985
162,5.877276261,-15.75834058,-4.960728967,-0.142480592,0.043768989,0.011609889,,1.43298E-07,0.007007818,0.867204385
163,5.631367737,-15.75444089,-4.981965671,-0.147684961,0.046406009,0.024057983,,1.43858E-07,0.006860564,0.862702857
164,5.693920385,-15.77028009,-4.923478991,-0.142191513,0.042917011,0.017231252,,1.41597E-07,0.007273781,0.867455112
165,5.813995654,-15.75767791,-4.961697212,-0.126839229,0.047331841,0.007904419,,1.43393E-07,0.007001036,0.88087528
166,5.830146496,-15.73314815,-4.913775459,-0.147602034,0.041734167,0.025551412,,1.46954E-07,0.007344706,0.862774402
167,5.762699737,-15.75248803,-4.911176869,-0.169324331,0.046806328,0.053945594,,1.44139E-07,0.007363817,0.844235047
168,5.722718756,-15.75048552,-4.971359653,-0.114226592,0.042153301,0.019096441,,1.44428E-07,0.006933714,0.8920558
169,5.786322594,-15.73811243,-4.939826613,-0.148449533,0.042196487,0.01924886,,1.46226E-07,0.007155839,0.862043511
170,5.645739902,-15.73222562,-4.936605962,-0.142752623,0.044581455,0.062203888,,1.47089E-07,0.007178923,0.86696851
171,5.821763186,-15.75487397,-4.924236564,-0.133554419,0.044444884,0.013932996,,1.43795E-07,0.007268273,0.874979852
172,5.783912896,-15.77404535,-4.976994189,-0.152267606,0.042096559,0.040224889,,1.41065E-07,0.006894756,0.858758441
173,5.75619732,-15.75336168,-4.922641351,-0.146580007,0.040400412,0.019610862,,1.44013E-07,0.007279877,0.863656631
174,5.7313691,-15.74476056,-4.980877576,-0.138790457,0.041189437,0.018711585,,1.45257E-07,0.006868033,0.870410398
175,5.689946803,-15.7416142,-4.973105307,-0.150402832,0.044194046,0.011218757,,1.45715E-07,0.006921621,0.860361325
176,5.74057485,-15.76883955,-4.933378214,-0.144305574,0.044491487,0.020227143,,1.41801E-07,0.007202132,0.865623195
177,5.892804424,-15.73103573,-4.967010873,-0.151471412,0.045986635,0.038448158,,1.47264E-07,0.006963933,0.859442452
178,5.748533048,-15.74963966,-4.916254368,-0.137807771,0.043050945,0.026251932,,1.4455E-07,0.007326522,0.871266158
179,5.859973915,-15.7677103,-4.948120149,-0.139295109,0.045841061,0.039667323,,1.41961E-07,0.007096737,0.869971254
180,5.874489646,-15.76355285,-4.950196481,-0.123943255,0.046862796,0.011629121,,1.42553E-07,0.007082017,0.88342997
181,5.733087075,-15.76059078,-4.944697298,-0.155165312,0.046121188,0.015533893,,1.42976E-07,0.00712107,0.856273614
182,5.773130488,-15.73289559,-4.931377995,-0.132555545,0.039280113,0.050010536,,1.46991E-07,0.007216552,0.875854284
183,5.793083012,-15.7765348,-4.969941459,-0.148240242,0.044780261,0.025870671,,1.40714E-07,0.006943555,0.862223948
184,5.766122937,-15.74358125,-4.933120973,-0.142243434,0.042941299,0.017009262,,1.45429E-07,0.007203985,0.867410074
185,5.71611716,-15.74560444,-4.943283799,-0.140772298,0.047068525,0.014719442,,1.45135E-07,0.007131143,0.868687091
186,5.751713086,-15.71785281,-4.929396455,-0.134554682,0.042000949,0.045184205,,1.49219E-07,0.007230866,0.87410508
187,5.817665247,-15.76068246,-4.938690134,-0.15753626,0.044212825,0.016082622,,1.42963E-07,0.007163976,0.854245838
188,5.752082545,-15.72890902,-4.885040057,-0.148408964,0.046387936,0.039600776,,1.47578E-07,0.007558821,0.862078484
189,5.774340395,-15.72409243,-4.933897948,-0.115199235,0.045131203,0.055661608,,1.48291E-07,0.00719839,0.89118857
190,5.815665749,-15.74278585,-4.920326351,-0.1329292,0.04533814,0.003025929,,1.45544E-07,0.007296749,0.875527077
191,5.769498074,-15.75485927,-4.929715234,-0.159131892,0.043946809,0.035332614,,1.43798E-07,0.007228561,0.852883863
192,5.830492197,-15.74040717,-4.978659563,-0.110473231,0.0444163,0.042842299,,1.45891E-07,0.006883283,0.895410299
193,5.726084876,-15.73823307,-4.944520913,-0.122465614,0.045035491,0.033716093,,1.46208E-07,0.007122326,0.884736327
194,5.78450482,-15.74910454,-4.930472561,-0.128554627,0.04762348,0.02470383,,1.44627E-07,0.007223089,0.879365524
195,5.750666745,-15.75392412,-4.98764546,-0.136256108,0.042731501,0.025085124,,1.43932E-07,0.006821708,0.872619119
196,5.8015621,-15.73475811,-4.9089969,-0.115576239,0.048007011,0.0252232,,1.46717E-07,0.007379887,0.890852652
197,5.71819834,-15.75266508,-4.9495386,-0.150430002,0.044621934,0.028877353,,1.44113E-07,0.007086678,0.86033795
198,5.741070805,-15.73350395,-4.941176109,-0.122616806,0.047114227,0.018794386,,1.46901E-07,0.007146189,0.884602572
199,5.718237681,-15.74933371,-4.937979517,-0.147936288,0.041329578,0.017473848,,1.44594E-07,0.007169069,0.862486064
200,5.760525889,-15.72908905,-4.910402457,-0.141066994,0.046592822,0.049192536,,1.47551E-07,0.007369522,0.86843113
201,5.892793408,-15.75873628,-4.945128227,-0.135712729,0.051424686,0.022720233,,1.43241E-07,0.007118002,0.873093411
202,5.73965593,-15.73189604,-4.929735353,-0.139443958,0.041463907,0.02645571,,1.47138E-07,0.007228416,0.86984177
203,5.859597921,-15.74476997,-4.919365113,-0.141660939,0.044540854,0.018197947,,1.45256E-07,0.007303766,0.867915483
204,5.774617544,-15.7755234,-4.982477537,-0.170155542,0.044540213,0.032623424,,1.40857E-07,0.006857053,0.843533601
205,5.752930309,-15.7538787,-4.945967351,-0.120570426,0.045765809,0.037128079,,1.43939E-07,0.007112032,0.886414658
206,5.823104963,-15.71798708,-4.92860078,-0.124221199,0.046897204,0.048084765,,1.49199E-07,0.007236622,0.883184459
207,5.690065473,-15.74586902,-4.980133645,-0.121748937,0.046066819,0.009148541,,1.45096E-07,0.006873144,0.885370624
208,5.807534867,-15.77117229,-4.987484445,-0.15977627,0.043807103,0.020418556,,1.41471E-07,0.006822806,0.852334461
209,5.756721096,-15.73556959,-4.911840737,-0.14713925,0.042797388,0.015303614,,1.46598E-07,0.00735893,0.863173772
210,5.789673474,-15.72926893,-4.927686242,-0.141532475,0.045737067,0.049317144,,1.47525E-07,0.007243243,0.868026986
211,5.690983939,-15.73513176,-4.93442469,-0.136579007,0.04226506,0.029674249,,1.46663E-07,0.007194599,0.872337396
212,5.76047518,-15.74838635,-4.923459919,-0.169542835,0.045528912,0.061239157,,1.44731E-07,0.00727392,0.844050598
213,5.815540775,-15.76389146,-4.956774595,-0.157083366,0.046293775,0.022101991,,1.42505E-07,0.007035584,0.854632808
214,5.723284557,-15.74283019,-4.938324114,-0.145988554,0.042513623,0.012945652,,1.45538E-07,0.007166599,0.864167595
215,5.810644673,-15.74454745,-4.93915147,-0.15129862,0.04505761,0.045040977,,1.45288E-07,0.007160672,0.859590969
216,5.784790898,-15.74084124,-4.92539425,-0.13939942,0.045650821,0.012015741,,1.45828E-07,0.007259864,0.869880511
217,5.630279557,-15.73721475,-4.970914458,-0.111338151,0.046039685,0.013836046,,1.46357E-07,0.006936802,0.894636175
218,5.843727984,-15.75095624,-4.935778141,-0.141903479,0.046129864,0.035821697,,1.4436E-07,0.007184868,0.867705005
219,5.732928161,-15.73386972,-4.965188013,-0.13070754,0.045603493,0.019427145,,1.46848E-07,0.006976639,0.877474363
220,5.772254044,-15.76242718,-4.94036767,-0.152633261,0.044322546,0.026782865,,1.42713E-07,0.007151968,0.858444489
221,5.765713639,-15.74612139,-4.927053111,-0.159752923,0.041211318,0.040068564,,1.4506E-07,0.00724783,0.85235436
222,5.633815604,-15.72510516,-4.942319183,-0.147615366,0.046105047,0.052594976,,1.4814E-07,0.007138025,0.862762899
223,5.774963497,-15.75253546,-4.909916976,-0.130498779,0.044238868,0.013394214,,1.44132E-07,0.0073731,0.877657564
