,F,V,R0,eta,gamma,alpha,,Vexp,R0exp,etaexp
58,5.940518335,-15.43997314,-4.786285151,-0.10902522,0.046477003,0.069303506,,1.97018E-07,0.008343394,0.896707802
59,5.781097006,-15.44129399,-4.792613528,-0.141838846,0.045552495,0.049335261,,1.96757E-07,0.008290761,0.867761088
60,5.875564558,-15.43306783,-4.818834593,-0.12457915,0.04265644,0.029941574,,1.98383E-07,0.008076194,0.882868379
61,5.918528403,-15.43430599,-4.795875837,-0.121967749,0.044744172,0.049694208,,1.98137E-07,0.008263758,0.885176916
62,5.744182336,-15.40050487,-4.856170149,-0.132736305,0.044517997,0.056907347,,2.04949E-07,0.007780224,0.875695978
63,5.886662778,-15.45135078,-4.801749649,-0.139457546,0.045695042,0.05262548,,1.94789E-07,0.00821536,0.869829951
64,5.976024868,-15.44884281,-4.880532905,-0.131589253,0.044936328,0.06424632,,1.95278E-07,0.007592967,0.876701023
65,5.935223774,-15.45069827,-4.825549778,-0.122791478,0.041724083,0.035806161,,1.94916E-07,0.008022142,0.884448071
66,5.95085433,-15.42405055,-4.866178904,-0.104049826,0.041848143,0.117573079,,2.0018E-07,0.007702742,0.901180394
67,5.885095391,-15.45160294,-4.766875316,-0.118103167,0.045030042,0.038338742,,1.9474E-07,0.00850692,0.888604373
68,5.932767528,-15.45749113,-4.79071378,-0.138974629,0.04633494,0.042132326,,1.93596E-07,0.008306526,0.870250107
69,5.85695048,-15.43578776,-4.799988769,-0.146322762,0.047691376,0.028950182,,1.97844E-07,0.008229839,0.863878831
70,5.898146993,-15.4378818,-4.812416528,-0.097214933,0.047497707,0.05407408,,1.9743E-07,0.008128194,0.907360963
71,5.84140585,-15.4530292,-4.803728525,-0.149203274,0.046236313,0.05442029,,1.94462E-07,0.008199119,0.861393998
72,5.828414314,-15.42194286,-4.792827878,-0.121851534,0.041031025,0.023859551,,2.00602E-07,0.008288984,0.885279792
73,5.882372912,-15.44186236,-4.791918671,-0.139965683,0.044633875,0.068863653,,1.96646E-07,0.008296524,0.86938807
74,5.941093306,-15.43588521,-4.860594985,-0.136404196,0.045117107,0.0227296,,1.97825E-07,0.007745874,0.872489904
75,5.825148926,-15.42725916,-4.753404757,-0.121002477,0.045307742,0.02666817,,1.99538E-07,0.008622288,0.886031765
76,5.940649068,-15.4405911,-4.80881476,-0.145174831,0.043591752,0.044015683,,1.96896E-07,0.008157523,0.864871073
77,5.93669134,-15.45747236,-4.815602454,-0.130501768,0.043191838,0.067042757,,1.936E-07,0.008102339,0.877654941
78,5.899131777,-15.43037509,-4.835678161,-0.12196284,0.042530368,0.078145306,,1.98918E-07,0.007941301,0.885181261
79,5.887045964,-15.45703959,-4.800478531,-0.100504138,0.043581365,0.051965146,,1.93684E-07,0.00822581,0.90438137
80,5.884055239,-15.45964821,-4.800861338,-0.13994756,0.044868634,0.037551799,,1.93179E-07,0.008222662,0.869403825
81,5.890365418,-15.44814201,-4.744714794,-0.14736101,0.046317601,0.0455375,,1.95415E-07,0.008697542,0.862982376
82,5.929762614,-15.43935602,-4.802648027,-0.122794622,0.04670293,0.051653921,,1.97139E-07,0.008207983,0.884445289
83,5.785009713,-15.45628587,-4.798812952,-0.14162411,0.043790334,0.022675191,,1.9383E-07,0.008239522,0.867947448
84,5.763541348,-15.42829525,-4.804720258,-0.139860187,0.046371967,0.037014535,,1.99332E-07,0.008190992,0.869479791
85,5.815219687,-15.43477529,-4.813811284,-0.099443395,0.042426907,0.087329268,,1.98044E-07,0.008116865,0.905341195
86,5.940603157,-15.41429973,-4.804240964,-0.101150843,0.042497457,0.035152309,,2.02141E-07,0.008194919,0.903796692
87,5.941685955,-15.42038286,-4.788926585,-0.125752091,0.045057421,0.058229209,,2.00915E-07,0.008321385,0.881833434
88,5.846939719,-15.46441282,-4.803209484,-0.149634704,0.045228423,0.032144414,,1.92261E-07,0.008203376,0.861022447
89,5.831141191,-15.42076451,-4.788171933,-0.124112912,0.044401755,0.037148525,,2.00839E-07,0.008327667,0.883280102
90,5.908706805,-15.45231735,-4.802798973,-0.137315413,0.046097999,0.079949843,,1.946E-07,0.008206744,0.871695239
91,5.83529901,-15.41461175,-4.793171824,-0.100189882,0.0449709,0.037767941,,2.02078E-07,0.008286133,0.904665622
92,5.929202163,-15.42739393,-4.739230329,-0.119848203,0.045390972,0.049721793,,1.99512E-07,0.008745375,0.887055079
93,5.799742634,-15.42088479,-4.807877702,-0.100983788,0.044570297,0.056138366,,2.00814E-07,0.00816517,0.903947688
94,5.935923282,-15.4312065,-4.787711228,-0.126432851,0.046161958,0.050931675,,1.98752E-07,0.008331504,0.881233321
95,5.893710894,-15.41106269,-4.810601504,-0.09494221,0.046328563,0.021983121,,2.02797E-07,0.00814296,0.909425489
96,5.748814635,-15.41666682,-4.790376807,-0.121601583,0.047345918,0.017022316,,2.01663E-07,0.008309326,0.885501097
97,5.815523673,-15.44449981,-4.798912888,-0.114536889,0.044473954,0.044909319,,1.96128E-07,0.008238699,0.891779041
98,5.8116044,-15.39109454,-4.792852816,-0.11430157,0.043306563,0.084416505,,2.06887E-07,0.008288777,0.891988918
99,5.90067931,-15.43919702,-4.797231589,-0.156582625,0.048236164,0.024745843,,1.9717E-07,0.008252562,0.855060865
100,5.950763117,-15.44800939,-4.742271545,-0.110450796,0.043986402,0.043285433,,1.95441E-07,0.008718818,0.895430388
101,5.925091404,-15.4227636,-4.791770217,-0.134397427,0.045235903,0.031253854,,2.00437E-07,0.008297756,0.874242548
102,5.762330821,-15.44673657,-4.805988728,-0.129216045,0.04478618,0.051282922,,1.9569E-07,0.008180609,0.878784088
103,5.918052721,-15.47294199,-4.806482922,-0.14790897,0.047290496,0.027628619,,1.90628E-07,0.008176567,0.862509625
104,5.85376325,-15.42489195,-4.739874089,-0.118135549,0.044521524,0.040001087,,2.00011E-07,0.008739747,0.888575599
105,5.838488923,-15.4264526,-4.81138766,-0.105829418,0.050627351,0.029039351,,1.99699E-07,0.008136561,0.899578087
106,5.929282613,-15.46423897,-4.805225317,-0.120246245,0.04626974,0.039839749,,1.92294E-07,0.008186856,0.886702064
107,5.844206112,-15.40455873,-4.79317844,-0.112159767,0.045330555,0.068730247,,2.0412E-07,0.008286079,0.89390143
108,5.808948243,-15.42557522,-4.812190649,-0.132338728,0.046491736,0.044559383,,1.99875E-07,0.00813003,0.876044204
109,5.908493627,-15.45523815,-4.790295914,-0.105071702,0.042379496,0.035374362,,1.94033E-07,0.008309998,0.90025997
110,5.913792148,-15.45501753,-4.825389472,-0.135465413,0.045096959,0.050435287,,1.94076E-07,0.008023428,0.873309367
111,5.852108319,-15.40945253,-4.802723613,-0.116959256,0.046671309,0.0972933,,2.03123E-07,0.008207363,0.889621439
112,5.808739339,-15.39766375,-4.758109279,-0.121899066,0.044263899,0.026780244,,2.05532E-07,0.00858182,0.885237715
113,5.96951323,-15.42727014,-4.799407349,-0.13852757,0.044203323,0.019837211,,1.99536E-07,0.008234626,0.870639247
114,5.715630956,-15.42494191,-4.796412224,-0.105023794,0.044138095,0.013952116,,2.00001E-07,0.008259327,0.9003031
115,5.951243142,-15.46508242,-4.788724219,-0.12562986,0.045455925,0.037975371,,1.92132E-07,0.008323069,0.881941228
116,5.884741957,-15.43796679,-4.757301968,-0.129648512,0.044599383,0.036375319,,1.97413E-07,0.008588751,0.878404125
117,5.839260233,-15.45067351,-4.809513057,-0.114139282,0.046186209,0.018811874,,1.94921E-07,0.008151828,0.892133689
118,5.958728463,-15.45192615,-4.793746369,-0.115867496,0.044957307,0.005167945,,1.94677E-07,0.008281374,0.890593223
119,5.90773217,-15.44116232,-4.852326969,-0.110918531,0.046046414,0.071237002,,1.96783E-07,0.007810182,0.895011661
120,5.862076824,-15.43004785,-4.805708508,-0.116502782,0.049134426,0.067698071,,1.98983E-07,0.008182901,0.890027621
121,5.917836426,-15.41695801,-4.754032668,-0.116850994,0.044406697,0.027118688,,2.01604E-07,0.008616876,0.889717757
122,5.878950142,-15.44110887,-4.801957924,-0.136398153,0.044674257,0.015944629,,1.96794E-07,0.00821365,0.872495176
123,5.858795075,-15.43048752,-4.767795133,-0.102633968,0.045168007,0.039138308,,1.98895E-07,0.008499099,0.902457241
124,5.871268406,-15.39710643,-4.791794727,-0.093988559,0.04605437,0.031876223,,2.05647E-07,0.008297552,0.910293177
125,5.736165159,-15.36943254,-4.77842138,-0.112806807,0.04618593,0.093510459,,2.11417E-07,0.008409264,0.893323227
126,5.831656262,-15.45712723,-4.820448261,-0.125008907,0.043684506,0.015047781,,1.93667E-07,0.008063172,0.882489043
127,5.968910195,-15.45205536,-4.808980517,-0.112660982,0.048050767,0.010638983,,1.94651E-07,0.008156171,0.893453506
128,5.910107464,-15.43311472,-4.75757657,-0.118834995,0.049792103,0.038812194,,1.98373E-07,0.008586393,0.887954306
129,5.89903727,-15.49281765,-4.789260812,-0.140998498,0.044106023,0.023217377,,1.86877E-07,0.008318604,0.868490617
130,5.855868521,-15.45971144,-4.768310282,-0.144642792,0.043777349,0.031414952,,1.93167E-07,0.008494722,0.865331341
131,5.897953002,-15.40293542,-4.84643198,-0.118968419,0.045072225,0.074183241,,2.04451E-07,0.007856359,0.887835839
132,5.857921683,-15.4195628,-4.803715267,-0.110020356,0.044683607,0.073768561,,2.0108E-07,0.008199228,0.8958159
133,5.820587047,-15.42195845,-4.789191732,-0.126933688,0.046890822,0.027023515,,2.00599E-07,0.008319179,0.880792077
134,5.853044742,-15.44172477,-4.792544394,-0.139583446,0.045400329,0.009263763,,1.96673E-07,0.008291334,0.869720446
135,5.850089598,-15.43685115,-4.82540129,-0.122155359,0.043552703,0.057753282,,1.97634E-07,0.008023334,0.885010863
136,5.816975065,-15.42698818,-4.844304247,-0.108460648,0.044833951,0.016797404,,1.99592E-07,0.007873093,0.897214201
137,5.779652374,-15.41712301,-4.816148788,-0.113849197,0.047568909,0.054270386,,2.01571E-07,0.008097914,0.892392521
138,5.877972029,-15.46535791,-4.847343518,-0.146224156,0.042759476,0.016072782,,1.92079E-07,0.007849201,0.863964019
139,5.891014488,-15.43228993,-4.790439415,-0.126031991,0.04616129,0.065525102,,1.98537E-07,0.008308806,0.881586643
140,5.814165096,-15.46625563,-4.816613362,-0.126181547,0.042757246,0.018369259,,1.91907E-07,0.008094153,0.881454807
141,5.805942999,-15.45306128,-4.761394615,-0.140003962,0.043181675,0.026851958,,1.94456E-07,0.008553672,0.869354791
142,5.713353942,-15.40593746,-4.755254531,-0.125199131,0.04394216,0.068261328,,2.03839E-07,0.008606354,0.882321187
143,5.846432547,-15.42298931,-4.802674386,-0.129156735,0.043826732,0.041585689,,2.00392E-07,0.008207767,0.87883621
144,5.838749371,-15.4174918,-4.784040996,-0.115347166,0.040145603,0.020037927,,2.01497E-07,0.008362139,0.891056745
145,5.85634909,-15.41770884,-4.787849003,-0.12675688,0.044871604,0.039072806,,2.01453E-07,0.008330357,0.880947822
146,5.845526564,-15.44896595,-4.800921618,-0.142433554,0.04390311,0.016216231,,1.95254E-07,0.008222166,0.867245178
147,5.890651427,-15.42908312,-4.803297444,-0.122398942,0.041271291,0.106632589,,1.99175E-07,0.008202655,0.884795316
148,5.793090472,-15.4349605,-4.816778842,-0.134103899,0.045373548,0.04024868,,1.98008E-07,0.008092813,0.8744992
149,5.881537671,-15.43321588,-4.84031575,-0.114161618,0.046556499,0.061265585,,1.98353E-07,0.007904558,0.892113762
150,5.825540451,-15.46458702,-4.850813602,-0.142701163,0.042745998,0.04861927,,1.92227E-07,0.007822011,0.867013126
151,5.886197941,-15.43720373,-4.790798493,-0.128388368,0.045078639,0.059487131,,1.97564E-07,0.008305823,0.879511739
152,5.840062833,-15.43677992,-4.806799918,-0.105033921,0.04086586,0.050987596,,1.97648E-07,0.008173975,0.900293983
153,5.833298716,-15.43121123,-4.838933961,-0.136860119,0.044455671,0.082320313,,1.98751E-07,0.007915488,0.872092207
154,5.828730739,-15.44005148,-4.802728359,-0.122366416,0.045304779,0.054026115,,1.97002E-07,0.008207324,0.884824095
155,5.937730543,-15.44564409,-4.845262014,-0.121522319,0.045855879,0.066299283,,1.95903E-07,0.007865556,0.885571288
156,5.928804064,-15.42989384,-4.793076489,-0.122267704,0.039462245,0.037103528,,1.99013E-07,0.008286923,0.884911443
157,5.9277318,-15.42595806,-4.803791191,-0.125450685,0.044407016,0.048312317,,1.99798E-07,0.008198606,0.882099264
158,5.788421214,-15.42826255,-4.79314765,-0.150226018,0.043557879,0.027551009,,1.99338E-07,0.008286334,0.860513463
159,5.761228309,-15.41514413,-4.803906474,-0.134466752,0.041610592,0.030183615,,2.01971E-07,0.00819766,0.874181943
160,5.733720112,-15.44858868,-4.814150935,-0.129235113,0.041751388,0.021863545,,1.95327E-07,0.008114109,0.878767331
161,5.899152334,-15.42674693,-4.806086959,-0.11332058,0.04526948,0.066984237,,1.99641E-07,0.008179805,0.89286438
162,5.858717139,-15.4358099,-4.8060678,-0.127414174,0.046967485,0.023920568,,1.97839E-07,0.008179962,0.880368971
163,5.970584862,-15.43151049,-4.793259995,-0.130867564,0.042987377,0.062024993,,1.98692E-07,0.008285403,0.877333957
164,5.831898875,-15.42254166,-4.760744978,-0.098833063,0.046077249,0.068625342,,2.00482E-07,0.008559231,0.905893922
165,5.774996759,-15.42185315,-4.804533788,-0.126778779,0.045427926,0.062056338,,2.0062E-07,0.00819252,0.880928531
166,5.892647993,-15.41955781,-4.786413064,-0.123624649,0.045597479,0.04313614,,2.01081E-07,0.008342327,0.883711481
167,5.849161484,-15.45388383,-4.799811463,-0.126963353,0.041302582,0.023293785,,1.94296E-07,0.008231299,0.880765949
168,5.840379655,-15.43485431,-4.852790573,-0.128400748,0.041443007,0.031846021,,1.98029E-07,0.007806562,0.879500851
169,5.802497379,-15.42360091,-4.786758764,-0.1098801,0.046451351,0.01139089,,2.0027E-07,0.008339444,0.895941552
170,5.810055611,-15.40476634,-4.808687177,-0.141078019,0.047332642,0.040643328,,2.04077E-07,0.008158563,0.868421555
171,5.857165432,-15.41615899,-4.775934146,-0.115432259,0.041570061,0.063118993,,2.01766E-07,0.008430205,0.890980926
172,5.761081845,-15.43311826,-4.79347737,-0.122100406,0.044413266,0.020981039,,1.98373E-07,0.008283602,0.885059498
173,5.928159841,-15.43413386,-4.803320669,-0.117871706,0.043526086,0.068737255,,1.98171E-07,0.008202464,0.888810075
174,5.879109609,-15.42567709,-4.787719905,-0.108543543,0.050147728,0.026844695,,1.99854E-07,0.008331432,0.89713983
175,5.870492289,-15.4176157,-4.756921417,-0.122685559,0.045320886,0.068460896,,2.01472E-07,0.00859202,0.884541755
176,5.92717921,-15.43907888,-4.750173546,-0.107987791,0.045964984,0.01248761,,1.97194E-07,0.008650194,0.897638556
177,5.89146754,-15.42826102,-4.790732312,-0.121719295,0.04861279,0.027621456,,1.99339E-07,0.008306372,0.885396869
178,5.846976705,-15.42578853,-4.794706364,-0.128865898,0.044079659,0.040805603,,1.99832E-07,0.008273428,0.879091846
179,5.813013008,-15.42716356,-4.793209961,-0.113451447,0.046749291,0.039051034,,1.99557E-07,0.008285817,0.892747541
180,5.842616407,-15.42055205,-4.79690428,-0.130241587,0.043980589,0.027366712,,2.00881E-07,0.008255264,0.87788332
181,5.871058431,-15.43818567,-4.830748793,-0.121077269,0.045022469,0.045256894,,1.9737E-07,0.007980543,0.885965499
182,5.84965519,-15.42582031,-4.84754044,-0.13382339,0.043661945,0.037170117,,1.99826E-07,0.007847656,0.874744539
183,5.913108842,-15.42566208,-4.838461489,-0.123876126,0.042754405,0.074506552,,1.99857E-07,0.007919229,0.883489276
184,5.762646279,-15.42107273,-4.803385287,-0.120226368,0.04855758,0.00932124,,2.00777E-07,0.008201934,0.886719689
185,5.806884775,-15.42687391,-4.825533366,-0.119739331,0.042607777,0.063854446,,1.99615E-07,0.008022274,0.887151659
186,5.895466423,-15.42592536,-4.800694528,-0.109556491,0.049593881,0.022253051,,1.99805E-07,0.008224033,0.896231533
187,5.918492503,-15.43793851,-4.750157828,-0.116482014,0.045601738,0.068691052,,1.97419E-07,0.00865033,0.890046105
188,5.869467194,-15.43915636,-4.769796771,-0.120789683,0.048434167,0.008402328,,1.97179E-07,0.008482104,0.886220327
189,5.817867645,-15.4178185,-4.79902053,-0.153316038,0.045431993,0.038503226,,2.01431E-07,0.008237812,0.857858563
190,5.940327709,-15.46378316,-4.839876714,-0.135147272,0.037428943,0.036672958,,1.92382E-07,0.007908029,0.873587247
191,5.872737797,-15.44513971,-4.853495799,-0.125701329,0.047765842,0.034148254,,1.96002E-07,0.007801059,0.881878198
192,5.749974325,-15.40181933,-4.797534116,-0.134525372,0.046158285,0.044125908,,2.0468E-07,0.008250066,0.8741307
193,5.84315266,-15.42493332,-4.796886652,-0.138633065,0.04598684,0.095232813,,2.00003E-07,0.008255409,0.870547404
194,5.886898026,-15.42684712,-4.787224559,-0.106965473,0.042574414,0.032223605,,1.99621E-07,0.00833556,0.898556697
195,5.898458693,-15.40869375,-4.851676069,-0.119541029,0.044172301,0.077823327,,2.03278E-07,0.007815268,0.887327601
196,5.816967279,-15.43293499,-4.800445335,-0.127088542,0.045714008,0.052337992,,1.98409E-07,0.008226083,0.880655694
197,5.795613553,-15.43100086,-4.805556435,-0.113705991,0.04375809,0.062372749,,1.98793E-07,0.008184146,0.892520326
198,5.839377235,-15.41258162,-4.805932595,-0.110684161,0.04736874,0.03955101,,2.02489E-07,0.008181068,0.89522145
199,5.896920899,-15.4538481,-4.800729718,-0.12985854,0.048813771,0.031463966,,1.94303E-07,0.008223744,0.878219655
200,5.856835735,-15.45734986,-4.797934413,-0.137971886,0.046890775,0.031413452,,1.93624E-07,0.008246764,0.871123182
201,5.896569785,-15.43612541,-4.802884298,-0.144297639,0.04606522,0.036698677,,1.97777E-07,0.008206044,0.865630065
202,5.764070357,-15.43362879,-4.813916326,-0.138570073,0.042670134,0.091291694,,1.98271E-07,0.008116012,0.870602244
203,5.905096512,-15.44910211,-4.852144615,-0.131208839,0.045482436,0.011231116,,1.95227E-07,0.007811607,0.877034596
204,5.813335405,-15.41394511,-4.793312463,-0.088340483,0.042201984,0.025415535,,2.02213E-07,0.008284968,0.915449129
205,5.766059789,-15.40457289,-4.799505614,-0.119785307,0.041869774,0.112602481,,2.04117E-07,0.008233817,0.887110873
206,5.894874648,-15.40408418,-4.791064157,-0.099610756,0.043347468,0.009267316,,2.04217E-07,0.008303616,0.905189689
207,5.828635551,-15.41241586,-4.845554716,-0.12283694,0.046380362,0.079163546,,2.02522E-07,0.007863254,0.884407863
208,5.84032983,-15.42048274,-4.813769612,-0.150781614,0.046358961,0.012301688,,2.00895E-07,0.008117203,0.860035498
209,5.859633532,-15.45192797,-4.79627319,-0.129012069,0.042378092,0.051307242,,1.94676E-07,0.008260475,0.878963357
210,6.027428564,-15.44243919,-4.796456454,-0.12394605,0.04372659,0.069971778,,1.96532E-07,0.008258961,0.8834275
211,5.815463427,-15.44990555,-4.84006507,-0.15129286,0.045536728,0.064195534,,1.9507E-07,0.00790654,0.859595921
212,5.822904831,-15.42990535,-4.79550378,-0.125084682,0.045764672,0.030644816,,1.99011E-07,0.008266833,0.882422174
213,5.883449069,-15.44282176,-4.790011749,-0.128677165,0.04079386,0.019010806,,1.96457E-07,0.00831236,0.879257775
214,5.795489904,-15.41944005,-4.78106783,-0.11746787,0.042559465,0.04413462,,2.01105E-07,0.008387038,0.88916908
215,5.821605824,-15.4257384,-4.853434986,-0.132056936,0.045942354,0.016381047,,1.99842E-07,0.007801533,0.876291101
216,5.826761771,-15.43133537,-4.760928597,-0.112318771,0.040807106,0.093519925,,1.98727E-07,0.008557659,0.893759308
217,5.80422802,-15.39224704,-4.791909592,-0.096850249,0.044882567,0.092256173,,2.06648E-07,0.008296599,0.907691923
218,5.879235243,-15.44202176,-4.810962556,-0.134939101,0.046043305,0.035866566,,1.96614E-07,0.008140021,0.873769122
219,5.844344933,-15.4373623,-4.791901294,-0.133372894,0.046046007,0.0781493,,1.97533E-07,0.008296668,0.875138698
220,5.801033306,-15.4340565,-4.802241486,-0.130859934,0.044652117,0.025416407,,1.98187E-07,0.008211321,0.877340651
221,5.941084933,-15.45755833,-4.803521452,-0.138848998,0.044408002,0.011911156,,1.93583E-07,0.008200817,0.870359444
222,5.971856171,-15.40449383,-4.793205348,-0.112154503,0.044985506,0.009972147,,2.04133E-07,0.008285856,0.893906135
223,5.830571855,-15.42151463,-4.799605455,-0.14275846,0.046511415,0.028480435,,2.00688E-07,0.008232995,0.86696345
