Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7,Time_8,Time_9,Time_10,Radius_1,Radius_2,Radius_3,Radius_4,Radius_5,Radius_6,Radius_7,Radius_8,Radius_9,Radius_10,meanRadius,stdRadius
4.05405,4.05405,4.05405,4.05405,4.05405,4.05405,4.05405,4.05405,4.05405,4.05405,0.021427643,0.021008917,0.020494968,0.021189809,0.021586632,0.021823287,0.021697017,0.020063595,0.021173633,0.021637078,0.021210258,0.000562988
6.089416667,6.089416667,6.089416667,6.089416667,6.089416667,6.089416667,6.089416667,6.089416667,6.089416667,6.089416667,0.021811694,0.021809276,0.021408638,0.022092373,0.022373839,0.022420434,0.022433791,0.020991906,0.022064087,0.02236476,0.02197708,0.000481079
9.142466667,9.142466667,9.142466667,9.142466667,9.142466667,9.142466667,9.142466667,9.142466667,9.142466667,9.142466667,0.023393075,0.02279718,0.022376536,0.023102403,0.023585422,0.023548593,0.023702365,0.021921931,0.023051143,0.023549145,0.023102779,0.000586193
13.7137,13.7137,13.7137,13.7137,13.7137,13.7137,13.7137,13.7137,13.7137,13.7137,0.024485465,0.023795724,0.023363338,0.024181994,0.024647633,0.024620845,0.024791705,0.022921753,0.024105762,0.024592811,0.024150703,0.000618749
20.57055,20.57055,20.57055,20.57055,20.57055,20.57055,20.57055,20.57055,20.57055,20.57055,0.025558906,0.024893952,0.024439004,0.025264634,0.025810782,0.025781815,0.025918927,0.023953373,0.025233424,0.025732088,0.02525869,0.000653032
30.86416667,30.86416667,30.86416667,30.86416667,30.86416667,30.86416667,30.86416667,30.86416667,30.86416667,30.86416667,0.026764153,0.026186144,0.025611613,0.026510812,0.027053326,0.027004617,0.02711279,0.025035212,0.02644286,0.026966803,0.026468833,0.000687266
46.29625,46.29625,46.29625,46.29625,46.29625,46.29625,46.29625,46.29625,46.29625,46.29625,0.02804168,0.027387536,0.026816171,0.027738801,0.028329697,0.028288837,0.028553996,0.026306935,0.027688517,0.028255429,0.02774076,0.000722822
69.45271667,69.45271667,69.45271667,69.45271667,69.45271667,69.45271667,69.45271667,69.45271667,69.45271667,69.45271667,0.029417021,0.028176466,0.028090233,0.029098206,0.029697906,0.02968791,0.02999744,0.027579803,0.029049594,0.029617131,0.029041171,0.000818395
104.1874167,104.1874167,104.1874167,104.1874167,104.1874167,104.1874167,104.1874167,104.1874167,104.1874167,104.1874167,0.030851202,0.029837093,0.029462897,0.030544773,0.031180011,0.031104324,0.031395366,0.029210064,0.030431799,0.031055745,0.030507327,0.000763514
156.2894667,156.2894667,156.2894667,156.2894667,156.2894667,156.2894667,156.2894667,156.2894667,156.2894667,156.2894667,0.032354227,0.031667699,0.030885961,0.032052192,0.032689226,0.032655031,0.032885019,0.030263738,0.031936298,0.032582993,0.031997238,0.000851504
234.4342,234.4342,234.4342,234.4342,234.4342,234.4342,234.4342,234.4342,234.4342,234.4342,0.033888878,0.033287811,0.032381491,0.033602375,0.03428568,0.034229503,0.034390511,0.032074303,0.033585847,0.034183376,0.033590978,0.000804466
