Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7,Time_8,Time_9,Time_10,Radius_1,Radius_2,Radius_3,Radius_4,Radius_5,Radius_6,Radius_7,Radius_8,Radius_9,Radius_10,meanRadius,stdRadius
0,0,0,0,0,0,0,0,0,0,0.012651895,0.012205851,0.011307058,0.011950976,0.012541804,0.01257308,0.012825412,0.011002534,0.01232867,0.012560289,0.012194757,0.000604683
0.066733333,0.066733333,0.066733333,0.066733333,0.066733333,0.066733333,0.066733333,0.066733333,0.066733333,0.066733333,0.014408502,0.014163664,0.013709341,0.014366733,0.014710612,0.014588075,0.014872503,0.013613868,0.014244243,0.014754655,0.01434322,0.000424913
0.1001,0.1001,0.1001,0.1001,0.1001,0.1001,0.1001,0.1001,0.1001,0.1001,0.014938842,0.014705803,0.014311957,0.014870869,0.015201548,0.015119603,0.015375516,0.014129729,0.014797405,0.015281317,0.014873259,0.000407326
0.15015,0.15015,0.15015,0.15015,0.15015,0.15015,0.15015,0.15015,0.15015,0.15015,0.015583022,0.015245108,0.014895111,0.01542638,0.015739479,0.015676139,0.015845794,0.014591449,0.015348311,0.015761455,0.015411225,0.000406768
0.233566667,0.233566667,0.233566667,0.233566667,0.233566667,0.233566667,0.233566667,0.233566667,0.233566667,0.233566667,0.01612558,0.015966436,0.015447356,0.016020529,0.016336689,0.016343086,0.01643407,0.015169031,0.015946861,0.016298925,0.016008856,0.000411518
0.35035,0.35035,0.35035,0.35035,0.35035,0.35035,0.35035,0.35035,0.35035,0.35035,0.016820266,0.016534374,0.016072655,0.016542662,0.016952287,0.016976727,0.017061072,0.015734548,0.016535634,0.016999076,0.01662293,0.000437159
0.533866667,0.533866667,0.533866667,0.533866667,0.533866667,0.533866667,0.533866667,0.533866667,0.533866667,0.533866667,0.017498694,0.017176032,0.01672395,0.017240893,0.017624795,0.017629508,0.017694932,0.016386252,0.017225545,0.017659689,0.017286029,0.000438193
0.8008,0.8008,0.8008,0.8008,0.8008,0.8008,0.8008,0.8008,0.8008,0.8008,0.018166145,0.017866101,0.017411416,0.017973179,0.018335473,0.018420326,0.018433522,0.0170256,0.017931315,0.018326566,0.017988964,0.000463014
1.2012,1.2012,1.2012,1.2012,1.2012,1.2012,1.2012,1.2012,1.2012,1.2012,0.018918329,0.018575529,0.018102707,0.018696227,0.01904714,0.01913529,0.019152411,0.017713331,0.018650073,0.019045264,0.01870363,0.000474889
1.8018,1.8018,1.8018,1.8018,1.8018,1.8018,1.8018,1.8018,1.8018,1.8018,0.019735951,0.019371905,0.018865958,0.019453511,0.019884866,0.019951169,0.019929759,0.018485351,0.019468411,0.019851611,0.019499849,0.000490664
2.7027,2.7027,2.7027,2.7027,2.7027,2.7027,2.7027,2.7027,2.7027,2.7027,0.020522704,0.020130236,0.019638099,0.020292589,0.020663127,0.020782495,0.020788865,0.019260656,0.020257822,0.020653726,0.020299032,0.000508523
