Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7,Time_8,Time_9,Time_10,Radius_1,Radius_2,Radius_3,Radius_4,Radius_5,Radius_6,Radius_7,Radius_8,Radius_9,Radius_10,meanRadius,stdRadius
2.7027,2.7027,2.7027,2.7027,2.7027,2.7027,2.7027,2.7027,2.7027,2.7027,0.023370497,0.023097862,0.022428649,0.023191749,0.023039747,0.022827516,0.023475739,0.022491946,0.023868213,0.0231332,0.023092512,0.000436117
4.05405,4.05405,4.05405,4.05405,4.05405,4.05405,4.05405,4.05405,4.05405,4.05405,0.024535797,0.024292088,0.023620054,0.024345308,0.024318603,0.024066577,0.024702707,0.023661162,0.025110128,0.024386786,0.024303921,0.000448311
6.089416667,6.089416667,6.089416667,6.089416667,6.089416667,6.089416667,6.089416667,6.089416667,6.089416667,6.089416667,0.025868655,0.025582657,0.024885198,0.02564749,0.025565277,0.025321677,0.026016285,0.024908767,0.026403872,0.025653651,0.025585353,0.00046695
9.142466667,9.142466667,9.142466667,9.142466667,9.142466667,9.142466667,9.142466667,9.142466667,9.142466667,9.142466667,0.02723865,0.026970965,0.026167189,0.027011047,0.026909124,0.026703734,0.027399133,0.026210271,0.027838125,0.02704745,0.026949569,0.000506598
13.7137,13.7137,13.7137,13.7137,13.7137,13.7137,13.7137,13.7137,13.7137,13.7137,0.028649518,0.028365575,0.027600217,0.028359243,0.02829176,0.028172813,0.028881373,0.027557717,0.029319493,0.028404019,0.028360173,0.000531128
20.57055,20.57055,20.57055,20.57055,20.57055,20.57055,20.57055,20.57055,20.57055,20.57055,0.030208547,0.029906544,0.02905582,0.029720264,0.029750758,0.029675631,0.030387776,0.028941766,0.030905549,0.029854866,0.029840752,0.000581856
30.86416667,30.86416667,30.86416667,30.86416667,30.86416667,30.86416667,30.86416667,30.86416667,30.86416667,30.86416667,0.031746674,0.031550124,0.030615452,0.031072089,0.031260585,0.031363362,0.032085739,0.03045482,0.032538392,0.031380993,0.031406823,0.000627692
46.29625,46.29625,46.29625,46.29625,46.29625,46.29625,46.29625,46.29625,46.29625,46.29625,0.033470377,0.033217443,0.03230739,0.032384252,0.032677537,0.033067769,0.033874349,0.031981342,0.034258828,0.032963981,0.033020327,0.000716467
69.45271667,69.45271667,69.45271667,69.45271667,69.45271667,69.45271667,69.45271667,69.45271667,69.45271667,69.45271667,0.03525081,0.034997887,0.034064559,0.033645604,0.034141038,0.034966033,0.035755034,0.033642894,0.036145917,0.034706321,0.03473161,0.00085649
104.1874167,104.1874167,104.1874167,104.1874167,104.1874167,104.1874167,104.1874167,104.1874167,104.1874167,104.1874167,0.037094132,0.036840153,0.035942111,0.034901612,0.035606269,0.037026637,0.037740921,0.03535339,0.038033254,0.036475934,0.036501441,0.001033705
156.2894667,156.2894667,156.2894667,156.2894667,156.2894667,156.2894667,156.2894667,156.2894667,156.2894667,156.2894667,0.039046344,0.03882469,0.037981131,0.036133854,0.037189977,0.039111344,0.039770216,0.037266874,0.040203294,0.038406249,0.038393397,0.001260163
234.4342,234.4342,234.4342,234.4342,234.4342,234.4342,234.4342,234.4342,234.4342,234.4342,0.041131177,0.040829882,0.040095979,0.037362386,0.038887793,0.041360709,0.042051799,0.039145864,0.04237244,0.040366577,0.040360461,0.00154294
351.6513,351.6513,351.6513,351.6513,351.6513,351.6513,351.6513,351.6513,351.6513,351.6513,0.043229741,0.043069322,0.04247804,0.038484969,0.040652033,0.043905184,0.044732727,0.041175741,0.044293511,0.042297733,0.0424319,0.001894937
