Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7,Time_8,Time_9,Time_10,Radius_1,Radius_2,Radius_3,Radius_4,Radius_5,Radius_6,Radius_7,Radius_8,Radius_9,Radius_10,meanRadius,stdRadius
6.089416667,6.089416667,6.089416667,6.089416667,6.089416667,6.089416667,6.089416667,6.089416667,6.089416667,6.089416667,0.024651288,0.024412576,0.024557679,0.023957502,0.024013495,0.023682204,0.023399886,0.023349833,0.023942669,0.023169124,0.023913626,0.000517502
9.142466667,9.142466667,9.142466667,9.142466667,9.142466667,9.142466667,9.142466667,9.142466667,9.142466667,9.142466667,0.025871127,0.025658318,0.025801578,0.025138387,0.025202183,0.024843625,0.02463499,0.024515012,0.025139371,0.024359803,0.025116439,0.000535557
13.7137,13.7137,13.7137,13.7137,13.7137,13.7137,13.7137,13.7137,13.7137,13.7137,0.027107484,0.026922862,0.027044982,0.026390219,0.026361996,0.026027977,0.025897307,0.025731341,0.026416737,0.025652088,0.026355299,0.000534305
20.57055,20.57055,20.57055,20.57055,20.57055,20.57055,20.57055,20.57055,20.57055,20.57055,0.028355151,0.028182396,0.028222243,0.027573834,0.027594343,0.02732303,0.027155573,0.027019733,0.027715918,0.026952026,0.027609425,0.000509978
30.86416667,30.86416667,30.86416667,30.86416667,30.86416667,30.86416667,30.86416667,30.86416667,30.86416667,30.86416667,0.029648618,0.029435941,0.029425605,0.028756403,0.02881653,0.02869824,0.028393793,0.028394927,0.029109906,0.028339215,0.028901918,0.000478663
46.29625,46.29625,46.29625,46.29625,46.29625,46.29625,46.29625,46.29625,46.29625,46.29625,0.030924972,0.030773678,0.030667827,0.029931449,0.03007024,0.03011668,0.0296323,0.029834282,0.030598948,0.029788386,0.030233876,0.00046459
69.45271667,69.45271667,69.45271667,69.45271667,69.45271667,69.45271667,69.45271667,69.45271667,69.45271667,69.45271667,0.03223393,0.032068035,0.031918365,0.031068916,0.031395309,0.031650664,0.030926047,0.031369837,0.03214677,0.031315037,0.031609291,0.000463714
104.1874167,104.1874167,104.1874167,104.1874167,104.1874167,104.1874167,104.1874167,104.1874167,104.1874167,104.1874167,0.033493415,0.033544511,0.033205903,0.032273385,0.032772741,0.033336529,0.032262248,0.032997345,0.033748114,0.032997997,0.033063219,0.000509816
156.2894667,156.2894667,156.2894667,156.2894667,156.2894667,156.2894667,156.2894667,156.2894667,156.2894667,156.2894667,0.034922499,0.03502893,0.034552623,0.033475699,0.034251507,0.035066584,0.033724398,0.034769192,0.035556256,0.034663658,0.034601135,0.000633088
234.4342,234.4342,234.4342,234.4342,234.4342,234.4342,234.4342,234.4342,234.4342,234.4342,0.03623638,0.036587752,0.03592624,0.034817906,0.035747515,0.036910633,0.035195613,0.036691687,0.037487891,0.036501666,0.036210328,0.000805929
351.6513,351.6513,351.6513,351.6513,351.6513,351.6513,351.6513,351.6513,351.6513,351.6513,0.037846396,0.038347994,0.037530592,0.036372045,0.037709465,0.038918496,0.037020987,0.038616536,0.039553428,0.038553369,0.038046931,0.000941584
