,0,1,2,3,4,5,6,7,8,9,10,11
0,-4.8089835593388095,-4.8039390807581865,-4.851133090449186,-4.744939331512505,-4.756282247768386,-4.78224171035268,-4.821817766730529,-4.789559139523973,-4.785098824753606,-4.763382644429448,-4.773100037244069,-4.8118191083446735
1,-4.810235206278595,-4.815690491722785,-4.913503109435636,-4.709607500329629,-4.756338118976095,-4.78224171035268,-4.821817766730529,-4.802536818940185,-4.785098824753606,-4.782542181711066,-4.773100037244069,-4.8118191083446735
2,-4.810235206278595,-4.815690491722785,-4.913503109435636,-4.709607500329629,-4.74818001345484,-4.78224171035268,-4.838527056818981,-4.802536818940185,-4.762221874973191,-4.782542181711066,-4.773100037244069,-4.812509104941888
3,-4.829147663234654,-4.815690491722785,-4.969587557369585,-4.709607500329629,-4.74818001345484,-4.790969023308195,-4.833091877810895,-4.802536818940185,-4.752974134009231,-4.782542181711066,-4.773100037244069,-4.812509104941888
4,-4.829147663234654,-4.813408983414208,-4.969587557369585,-4.709607500329629,-4.74818001345484,-4.790969023308195,-4.833091877810895,-4.802536818940185,-4.752974134009231,-4.754508151045898,-4.773100037244069,-4.861298135200478
5,-4.762762469152597,-4.813408983414208,-4.938454797834224,-4.709607500329629,-4.74818001345484,-4.790969023308195,-4.906927884531781,-4.80385815679213,-4.752974134009231,-4.754508151045898,-4.7701606368148575,-4.861298135200478
6,-4.747873567949895,-4.811516388451957,-4.974548224006535,-4.695960642967255,-4.727883244381836,-4.790969023308195,-4.906927884531781,-4.79569868961135,-4.752974134009231,-4.735845717526104,-4.7701606368148575,-4.894330364541892
7,-4.747873567949895,-4.791816802231508,-4.974548224006535,-4.695960642967255,-4.727883244381836,-4.790969023308195,-4.906321913516569,-4.79569868961135,-4.752974134009231,-4.735845717526104,-4.7701606368148575,-4.95416173556073
8,-4.747873567949895,-4.796782018120783,-5.053884916516454,-4.695960642967255,-4.727883244381836,-4.790969023308195,-4.906321913516569,-4.792073011065628,-4.752974134009231,-4.735845717526104,-4.7701606368148575,-4.872525967747826
9,-4.74632579563636,-4.796782018120783,-5.053884916516454,-4.695960642967255,-4.727883244381836,-4.791409480091996,-4.906321913516569,-4.789705748345011,-4.741163360639026,-4.74134843362883,-4.7701606368148575,-4.9178165602296495
10,-4.74632579563636,-4.796782018120783,-5.028304620564933,-4.695960642967255,-4.727883244381836,-4.759741985061059,-4.906321913516569,-4.789705748345011,-4.741163360639026,-4.74134843362883,-4.7701606368148575,-4.89876052399789
11,-4.74632579563636,-4.796782018120783,-4.905572086920629,-4.7033042198106365,-4.727883244381836,-4.742795911653223,-4.906321913516569,-4.789705748345011,-4.741163360639026,-4.74134843362883,-4.7701606368148575,-4.89876052399789
12,-4.739320158438687,-4.796782018120783,-4.935178194166324,-4.7033042198106365,-4.727883244381836,-4.742795911653223,-4.906321913516569,-4.760568508276729,-4.741163360639026,-4.74134843362883,-4.7606044255677,-4.89876052399789
13,-4.739320158438687,-4.796782018120783,-4.924124218500917,-4.707504095313003,-4.727883244381836,-4.742795911653223,-4.906321913516569,-4.760568508276729,-4.734732258984292,-4.741923892081275,-4.753383099120894,-4.9187004411521285
14,-4.739320158438687,-4.796782018120783,-4.924124218500917,-4.718779373826382,-4.727883244381836,-4.742795911653223,-4.906321913516569,-4.7325248866051055,-4.735635114126236,-4.741923892081275,-4.753383099120894,-4.931102409825067
15,-4.739320158438687,-4.796782018120783,-4.934663845624947,-4.718779373826382,-4.727883244381836,-4.742795911653223,-4.906321913516569,-4.706542497336568,-4.735635114126236,-4.741099308675691,-4.753383099120894,-4.931102409825067
