,0,1,2,3
0,0.039186969062873334,-0.23446458482392868,-0.020734767575774637,0.44566979048994415
1,0.039186969062873334,-0.053068383171321565,-0.020734767575774637,0.44566979048994415
2,0.039186969062873334,-0.06396947680670656,-0.020734767575774637,0.44566979048994415
3,-0.0012260423707316226,-0.10736078938040987,-0.020734767575774637,0.44566979048994415
4,-0.2905058786940865,-0.17771800350948344,-0.020734767575774637,0.44566979048994415
5,-0.2525875472404003,-0.16387589462002694,-0.0680761434657303,0.3208985184316241
6,-0.23735245211960387,-0.16387589462002694,-0.1170387310795877,0.3208985184316241
7,-0.23735245211960387,-0.15140637120497868,-0.1170387310795877,0.17014650065620313
8,-0.23735245211960387,-0.13478028070836576,-0.1170387310795877,0.17014650065620313
9,-0.22222882591856433,-0.12931604733421262,-0.1514140767683207,0.06837911597175655
10,-0.22222882591856433,-0.12931604733421262,-0.13937350985546387,0.06837911597175655
11,-0.22222882591856433,-0.13397337078183053,-0.13895317888075903,-0.0029287143471763977
12,-0.22222882591856433,-0.1326947457488979,-0.13846824365814364,-0.0029287143471763977
13,-0.22222882591856433,-0.1326947457488979,-0.14639131299756164,-0.0029287143471763977
14,-0.22222882591856433,-0.13658512742112813,-0.15235249464335102,-0.06102222592461776
15,-0.22222882591856433,-0.13658512742112813,-0.13865985435504183,-0.1049121112107323
16,-0.22222882591856433,-0.13437548792470672,-0.13750126536394644,-0.13405864249555619
17,-0.19250736014082387,-0.13462150187492322,-0.13937409303383927,-0.13404622562139804
18,-0.1749869570564534,-0.14716648869064325,-0.14279803120107518,-0.1371351217044214
19,-0.1749869570564534,-0.14779978054158469,-0.15723534188722907,-0.1371351217044214
20,-0.17401987237717587,-0.14779978054158469,-0.15723534188722907,-0.13706626941690886
21,-0.17295240242740062,-0.1486872874403935,-0.153656959391995,-0.13706626941690886
22,-0.17295240242740062,-0.14751686837815972,-0.15883730543267227,-0.13706626941690886
23,-0.17295240242740062,-0.13749122424375398,-0.1500497812707378,-0.13706626941690886
24,-0.17295240242740062,-0.14451948560741867,-0.15048161835260165,-0.13664386673012238
25,-0.19007165338592186,-0.14726013505013044,-0.130325411643105,-0.13664386673012238
26,-0.18103505475783033,-0.15891438184442702,-0.13040443259508439,-0.13456379115031414
27,-0.18103505475783033,-0.15239826537405213,-0.13040443259508439,-0.13471329052914843
28,-0.17606280251918158,-0.15239826537405213,-0.13040443259508439,-0.13521129508268298
29,-0.1617011931418399,-0.15239826537405213,-0.13243902323249052,-0.13793200938617112
30,-0.15633299405986456,-0.14837462797195344,-0.1364685416746926,-0.14155623743283036
31,-0.1716877047093978,-0.1497010367266867,-0.14476907732247626,-0.1394207970883893
32,-0.16743628346254844,-0.1497010367266867,-0.1419171664546568,-0.13458309608858388
33,-0.16743628346254844,-0.13266272975639487,-0.14714008722480884,-0.12862188348627754
34,-0.16743628346254844,-0.13147070724845142,-0.13443474581090734,-0.14452194464527346
35,-0.1636976934544847,-0.11859188617829261,-0.13443474581090734,-0.14774210024854473
36,-0.14950098168162043,-0.131991971972176,-0.13467227865818324,-0.14441605431811136
37,-0.14412286531253232,-0.12959811979822344,-0.13382956291235676,-0.1423886954183061
38,-0.14524352354536108,-0.12959811979822344,-0.1348909442598015,-0.1425480114333593
39,-0.1386972330960748,-0.1306143440582229,-0.13048304539330363,-0.1448765455176913
40,-0.13803100022499404,-0.13061912609233484,-0.13045116181840025,-0.15109850051203003
41,-0.1368452652185276,-0.13009193735205143,-0.14019875715047314,-0.1501586287465379
42,-0.13727678696932377,-0.12441874939018882,-0.13882112581743528,-0.15241441944001632
43,-0.13956716535352473,-0.12441874939018882,-0.14232651272899022,-0.1473567350972028
44,-0.14005252610921456,-0.1268463472238815,-0.13855420726579148,-0.15169776319295433
45,-0.14908862633084594,-0.1268463472238815,-0.13776031915710577,-0.14853071831023532
46,-0.148882495255574,-0.1268463472238815,-0.1327395832815688,-0.1483871236521704
47,-0.14873965922169352,-0.1291051216841542,-0.13328138170939374,-0.14824464543589083
48,-0.15591150114693772,-0.1291051216841542,-0.13328138170939374,-0.14566858783846523
49,-0.15591150114693772,-0.14022751130267475,-0.13479401732288399,-0.1384665240386263
50,-0.1560633997229542,-0.12490674244908682,-0.13510004933764488,-0.14550596942581018
51,-0.1560633997229542,-0.12490674244908682,-0.13106269281771193,-0.13608992815765217
52,-0.15728297638860536,-0.13485997950355932,-0.12988437794066568,-0.14223572425077968
53,-0.16260075653172862,-0.13765441672178824,-0.12988437794066568,-0.14858490438020505
54,-0.16260075653172862,-0.14151944043372264,-0.12988437794066568,-0.13712763938087164
55,-0.16144894087242015,-0.14934288270784082,-0.13145933575114793,-0.12461212132470478
56,-0.15359868628621995,-0.14934288270784082,-0.13147516787043756,-0.12461212132470478
57,-0.15359868628621995,-0.15033853280124676,-0.11726499580723351,-0.1251059776544997
58,-0.15359868628621995,-0.1346699946151166,-0.11726499580723351,-0.13643220473477702
59,-0.17073770917102934,-0.1397046301752361,-0.11726499580723351,-0.1425321789691219
60,-0.159364685543301,-0.13511813740273096,-0.12652536641178713,-0.14247655076857715
61,-0.159364685543301,-0.1266853094989743,-0.1289048051497233,-0.1479805047459053
62,-0.1444801912482689,-0.126826035049059,-0.1289048051497233,-0.15456331231315013
