,F,V,R0,eta,gamma,alpha
0,5.855182250141032,1.98701490269267e-07,0.0073825126569696375,0.9052799636126749,0.041712862514538825,0.2882077583106338
1,5.599129005214005,2.2196882263098897e-07,0.00714475040142339,0.8803239699549783,0.04177685024495618,0.2619837189220867
2,5.707621139622831,2.119336249788334e-07,0.007324769546035931,0.8700952915343259,0.047773284498325554,0.2758682860124274
3,5.680798820086625,2.1308875954451008e-07,0.007160477675941503,0.9221931485525718,0.04575264756860888,0.3768516390247645
4,5.781923712265627,2.2057740139035273e-07,0.007269886419840592,0.8749974132186381,0.046291534449791796,0.0724271355350862
5,5.77681911521005,1.9108343999319155e-07,0.007099827897858965,0.8953740651695188,0.04357299601640714,0.19494414561853107
6,5.705298986754598,2.009806709502058e-07,0.007263199015487662,0.8204148986059916,0.045019460486506735,0.5327042085720822
7,5.7868646746808645,1.8732284299773935e-07,0.007604769516109704,0.926034088325877,0.0463283171205555,0.180591695289274
8,5.748048813943871,1.897741251667613e-07,0.007383421943247571,0.8430738648480216,0.0454459421765825,0.2102507447611357
9,5.751438309107566,1.7300747903343525e-07,0.00723229034138295,0.9067665724724334,0.04306187705434213,0.24106980802715058
10,5.642979345725291,2.0562161183251798e-07,0.007101547194196725,0.8450155317356031,0.046129853037765234,0.6711703053311722
11,5.733407806257169,2.571708061103511e-07,0.0065987275586415015,0.9170903277363741,0.0439555524833811,0.5827185647648002
12,5.673063886833538,1.8557286967999487e-07,0.006744601843078864,0.8688105053633282,0.044788429830399525,0.15199383059489485
13,5.799723005600619,1.6707928789133718e-07,0.007317659971790442,0.8759778486097324,0.043940847268324874,0.2181038896376648
14,5.610727081407799,2.029407129492085e-07,0.007016614459107678,0.9159634829082198,0.046483596567117993,0.32770638292897436
15,5.833870987685341,1.9311676129257484e-07,0.007077098087464738,0.9133874554431579,0.04730825969760003,0.2055238124802229
16,5.782494236678491,2.1971060848073382e-07,0.007527202389761174,0.9527338969486585,0.04142197789596677,0.1253609943007379
