,F,V,R0,eta,gamma,alpha
0,8.388943651861057,1.885492247399033e-07,0.007341723549914777,0.9052799636126749,0.04760580002103583,0.5605140310343129
1,8.48451425299094,2.111967285656518e-07,0.007285123415695885,0.8803239699549783,0.045093326591311926,0.5159281463126874
2,8.461891351930472,2.4741250197818434e-07,0.007451692825335123,0.8700952915343259,0.043723376745507726,0.15646088515950904
3,8.517115106878848,2.3142920437570093e-07,0.007408120380154072,0.9221931485525718,0.0421191152910543,0.10339278498772933
4,8.497133001304315,1.7874062266656207e-07,0.0074506594496600905,0.8749974132186381,0.043231829961044015,0.1648310226845343
5,8.471656995197902,1.7732847024583712e-07,0.007238177065840632,0.8953740651695188,0.04196186968912333,0.19193642608431422
6,8.719144206947783,1.8662622735836627e-07,0.007367768389538168,0.8204148986059916,0.04785524079058056,0.2711418965665295
7,8.475007329996888,1.7676393318633674e-07,0.007476661244109004,0.926034088325877,0.04241044305849922,0.06712562495588344
8,8.477906819018349,2.112317433800161e-07,0.007170875567415351,0.8430738648480216,0.04478857651773954,0.3679203120996781
9,8.430043576320228,2.027780280514124e-07,0.007230663620759179,0.9067665724724334,0.040022387424838324,0.15057944020885006
10,8.541638449114204,1.8477199186610858e-07,0.007038184518672125,0.8450155317356031,0.0461764942884844,0.4945284038415408
11,8.479472622286233,2.2409447114710928e-07,0.007151729225402776,0.9170903277363741,0.0451051707881556,0.19004302026253275
12,8.397290953665578,2.1452698066607058e-07,0.007310614672635503,0.8688105053633282,0.04216271233739741,0.440093287103501
13,8.53208999007574,1.6649705864647337e-07,0.007233902708437038,0.8759778486097324,0.04217529990495603,0.20823726259633749
14,8.502381450936598,1.958536501233102e-07,0.007615760183619532,0.9159634829082198,0.041916533182706654,0.22998285911837943
15,8.52979920382836,1.7938423404996342e-07,0.007327503111353357,0.9133874554431579,0.04332662854340027,0.2659901612728978
16,8.438708509769597,1.9906540169221064e-07,0.007358909163299373,0.9527338969486585,0.041257177278977805,0.09812187151434387
17,8.61907160837118,1.9941758072045836e-07,0.007256344997869686,0.8913274827368891,0.04339583433916735,0.18844026773912237
18,8.453468945141019,1.7028244209097955e-07,0.0072636076617428064,0.9506108989939438,0.04354686241810171,0.1975369042489402
19,8.5241473890435,1.798952927653742e-07,0.00729879438574185,1.006742579277897,0.04196050968871816,0.18313910718892826
20,8.386773070972293,1.926874966497781e-07,0.00743959824755497,0.98729101345425,0.042227120658683684,0.361844238966923
21,8.375692967773178,1.9113538798220442e-07,0.007159482987100858,0.8197636428746264,0.0459614400321387,0.2991347257257088
22,8.46465352419299,2.1084276750308294e-07,0.007252233559522936,0.9689553667980481,0.05000307077380465,0.23791982981507087
23,8.526109584346566,2.0970271348997664e-07,0.007270360141227781,0.9526604222257163,0.04081017755588992,0.09408933089995074
24,8.458878766266274,2.058671880366415e-07,0.007606280751862131,1.016503612943619,0.042899354183275576,0.3663504703697014
25,8.6061637719278,2.0793505789034098e-07,0.0076017061138643205,0.9421708164757113,0.04054228442859087,0.13177702302239175
26,8.509849935674909,1.8335545060407773e-07,0.007326567280729009,0.987942635863613,0.046454621404340486,0.3521273485711433
27,8.534641315228063,2.157364451375745e-07,0.00751124589145729,0.8508268748025104,0.04595342684414029,0.5353424463858915
28,8.455782907593852,2.1896466279683324e-07,0.00702427174991817,0.930283019189473,0.04506783268301992,0.11170151055962275
29,8.440320286289152,2.2046882280195523e-07,0.007255119927022083,0.9354923380674532,0.04680406904277064,0.3275848013634516
30,8.398928104410889,2.1295943985823377e-07,0.00750606716020703,0.9037914760363331,0.048092758886513466,0.2388605774069658
31,8.614319636409217,1.9711119290383279e-07,0.00762029033778583,0.8195645255399544,0.04617475703124324,0.28990494652412696
32,8.510289366431355,1.694955186627599e-07,0.007285334233356489,0.9295098065750137,0.04518691595184614,0.18003979864866562
33,8.581761626484726,1.8047370709216166e-07,0.007260605438025308,0.875653944608222,0.04443477997690006,0.2534056749651714
34,8.422780740468061,2.0893035487159605e-07,0.007390794826813302,0.8499934201670508,0.048085013279368496,0.18092600818194246
35,8.458248756110267,1.8507573692206657e-07,0.007566510321358893,0.8462885360256169,0.04848558679155024,0.10556627812986921
36,8.648342738561784,1.9036840148798495e-07,0.0070010058748060005,0.9949553429505982,0.048341204958914884,0.4509823122935704
37,8.45934707846086,1.8288060138695736e-07,0.0069753646255251035,0.8105274922455314,0.04459317009902203,0.1210332476471659
38,8.558185942819259,2.498922877572133e-07,0.007436513644741801,0.9305795085848795,0.04278434386921749,0.5935693509499799
39,8.407399141783761,2.1685127571211402e-07,0.007167425115246429,0.897256057585603,0.046781078153520186,0.23525715785664741
40,8.461797189701615,2.375506421863996e-07,0.006966428903631627,0.9231840708157212,0.04614766294818319,0.5545484761893369
41,8.411707583856412,2.4380930344135416e-07,0.007502680867198919,0.8353119085903222,0.045681360913143246,0.3770226216834035
42,8.425328792880995,1.767871595671032e-07,0.007516463175022492,0.8789960144441038,0.04702823677475683,0.41137208744001214
43,8.385147590120667,1.9913871492141296e-07,0.0076343425675137085,0.8350517056419817,0.04616120353544851,0.4379745360476045
44,8.538958478625887,1.8944614441686526e-07,0.007752716204376413,0.9285414847841108,0.04675926337930579,0.1882845547613701
45,8.403477948456715,1.8159258155064505e-07,0.0075397533438858666,0.7814347789358045,0.04758406334675959,0.3198147017556966
46,8.620662372344185,2.0545261528816523e-07,0.007649299620654222,0.905579551794512,0.04538664523633312,0.19177264780366993
47,8.441048173566616,1.7284417940619052e-07,0.007436133855492817,0.8304210105033826,0.05149601302174662,0.3823811444737429
48,8.565653605163861,2.3448776800242305e-07,0.007793111591622449,0.819837733594227,0.0466382002496143,0.514803327038993
49,8.498365564721752,2.1841309822125077e-07,0.007151417903030263,0.7946426244539667,0.043429352657984574,0.21387210296756778
50,8.445346427295654,1.958598758617753e-07,0.007254878486469901,0.9153742412546675,0.0426335710296074,0.13438311919668666
51,8.519697346267787,1.9038983759691152e-07,0.006922036880673069,0.8504520162240253,0.04793760907970914,0.2725265484879206
52,8.464999210805498,2.148849913708069e-07,0.0077042829513548385,0.8596798694283273,0.046151059945645966,0.19043812147942332
53,8.534692815494225,1.8632837641439497e-07,0.007318580554584414,0.8255641109083076,0.04690575618140362,0.08255888872558072
