,F,V,R0,tcrd,eta0d,n,etainfd,gamma,alpha
0,8.558623289496767,6.202253279844182e-07,0.011628385654580286,0.7198365793527292,32.17652938458949,0.7702505134797893,0.0014428983216317188,0.06551317987435076,0.14438392395218955
1,8.44099935467541,4.622024993853789e-07,0.012625373856308781,0.7718780830242246,31.97631084431805,0.7777380428070643,0.001242302639309447,0.06828012166927251,0.208219038145831
2,8.363632142000588,5.669144341757621e-07,0.011801555166990484,0.7511301394291756,32.08944352674625,0.7767866379456082,0.000900159124125684,0.06598856187996482,0.35633978900244334
3,8.573642058210034,5.434118035731994e-07,0.012142189385831479,0.7489728785689251,32.151718968920264,0.773628290064829,0.0009713078108118967,0.06802341516646765,0.27207853936597853
4,8.371813464206268,5.083768730927179e-07,0.012410590190041216,0.6903015945622669,31.892005851872455,0.7746703798725982,0.0011852505325364027,0.06681041156289928,0.45632200073395596
5,8.43782294751955,6.111536973486012e-07,0.012516904098809517,0.7314745472996359,32.10484592187491,0.7767070148004517,0.0007583521379657352,0.06536977467036056,0.2953278501310598
6,8.38310960712437,5.993791628988023e-07,0.01278638718491579,0.7360950555963143,32.040223322483456,0.774936922379639,0.0013736575406618223,0.06530436058010473,0.21549100755267606
7,8.536173441258757,5.396402725606479e-07,0.011538366206718513,0.8072466404618872,32.241795398077926,0.7809643537585109,0.0013811357819553467,0.06744381891165234,0.23874531538715554
8,8.44000555565759,5.616801714432811e-07,0.011562580806193497,0.7666776978667463,32.480161651684185,0.7702859237378598,0.0020889661310462665,0.06602793260124615,0.16224128639533622
9,8.419135309984473,5.664968291850237e-07,0.01267934622417989,0.7593713204764178,32.11489145362727,0.776254660014853,0.0006763329777421544,0.06790906788593055,0.047263058862324125
10,8.642310563286284,5.676491304247393e-07,0.013225741340595917,0.6967964494136826,31.893735753575545,0.7696240502024795,0.001480797298040103,0.06915440326560002,0.2800161088451926
11,8.495278437271729,5.761408193048024e-07,0.012345422557101618,0.6993910752546033,32.1903964553355,0.7654298932866859,0.0009761856344106236,0.0667791155454627,0.3033596678063833
12,8.401306383804595,6.018438356885322e-07,0.012659945031815252,0.7144603274760988,32.09933271427416,0.7677345695461938,0.0009039403720838734,0.06418350471581867,0.18389880224686778
13,8.500564531160169,5.553064148791815e-07,0.011148617921778962,0.7222416787231059,32.01815253184504,0.7706990476578525,0.000981679577217853,0.0661310946078437,0.1269854978916539
14,8.301008043622087,5.883405409222814e-07,0.012044805420708862,0.7398122558325592,32.27933254675496,0.770718716712818,0.0007342933765603893,0.0635079953260805,0.2265366345627681
15,8.394222540794553,5.475145206124713e-07,0.012082276339618898,0.7312736246459665,32.19888848639135,0.7706946389396565,0.0008776012596880779,0.06381086854675086,0.1577571965973176
16,8.485020815567871,6.644340453089443e-07,0.011353729707889915,0.6956976628784375,31.982856852574166,0.770868198995909,0.0010522054330229047,0.06422121626263456,0.33250568286493326
17,8.459421086598347,5.904002315957119e-07,0.012634215249377852,0.7426133074547485,32.08476436283633,0.7715560378498892,0.001373380070034296,0.0686231659395351,0.46348568267966783
18,8.404337682881973,6.168301618783596e-07,0.011810465522770014,0.7220111143566076,32.12986320059355,0.7718394432841987,0.0007061668943984463,0.06382996428616097,0.3668836478705477
19,8.489482796726888,5.905166785974492e-07,0.0118612528431002,0.689595005649274,31.97931328544036,0.7704543403180022,0.000872312660095365,0.06717142302649264,0.5585834550855244
20,8.39883084022083,5.583079048745529e-07,0.01262402898520017,0.7138571586095901,31.99933971272841,0.7749045273747265,0.001237643698802249,0.06547459073840346,0.09241092282672951
21,8.551558449731955,5.940568837295229e-07,0.012952401538995328,0.7172881797376084,32.05807657459208,0.7736387017724683,0.000649718662250048,0.06582702542103906,0.16564091384756013
22,8.40671361530833,5.061588840866345e-07,0.012160608745588875,0.7923058284442468,32.20697006078838,0.7814191055857802,0.001441797192505964,0.06731151902727406,0.3583775564439806
