,F,V,R0,eta0d,gamma,alpha
0,8.659535948784248,5.358196119586217e-07,0.011684900800719291,32.17652938458949,0.06640291202999096,0.41143240314588836
1,8.384018931998725,5.590443876028029e-07,0.011256988147191695,31.97631084431805,0.06755244137805343,0.2898812988261869
2,8.382959460460789,6.128301557838778e-07,0.011931942153659905,32.08944352674625,0.06546070482840818,0.28835759995087623
3,8.46668937993719,6.190530058736922e-07,0.012021974129524918,32.151718968920264,0.06583840797339968,0.3703836822990661
4,8.505629440123156,5.060633423210542e-07,0.011388780469646278,31.892005851872455,0.06516517235717187,0.36001410109391696
5,8.41501225477402,5.943005790263878e-07,0.012439079993140666,32.10484592187491,0.06800755831583015,0.25395441467264973
6,8.5149203174098,7.107719844778837e-07,0.011613103824674339,32.040223322483456,0.06610192063279534,0.30624531988722564
7,8.542130398189656,4.2378578942299733e-07,0.011149951499371449,32.241795398077926,0.06517987035558913,0.3628742306240224
8,8.367177161308804,6.540523312735917e-07,0.011736396500510055,32.480161651684185,0.06655689279459483,0.139059582846831
9,8.27457488186998,4.879792205089763e-07,0.01294496619812488,32.11489145362727,0.06641180640743298,0.5397324665938631
10,8.424228956801617,5.6755594027186e-07,0.011786737941708685,31.893735753575545,0.06320140765074182,0.1931636887863898
11,8.337252930420409,5.112051897791622e-07,0.012275054631050131,32.1903964553355,0.062184542723312725,0.22572066214953984
12,8.487122017331615,5.162700716132399e-07,0.01361138154988643,32.09933271427416,0.061033461718409045,0.293665395501941
13,8.583771920902088,5.747670230547728e-07,0.013373603641935692,32.01815253184504,0.0682292602304728,0.40998910731931687
14,8.444386920934583,6.945285632545652e-07,0.012093145676584984,32.27933254675496,0.06347707972012052,0.5102432486643558
15,8.506316232029043,5.698857714813616e-07,0.012349013779901604,32.19888848639135,0.06936082254015682,0.4947432718972283
16,8.465972745831317,5.539867278899308e-07,0.012218617311755569,31.982856852574166,0.06589331212415306,0.1287250726696137
17,8.514227012115919,5.407641444678232e-07,0.01086041900580908,32.08476436283633,0.06477323017868152,0.4619573559853393
18,8.487188291425689,6.044016716218176e-07,0.012173403928290447,32.12986320059355,0.06653604075291093,0.19359639208067722
19,8.560030918774016,5.165636798457746e-07,0.012246090735068594,31.97931328544036,0.0670659192589657,0.07789749878904885
20,8.506175304497537,5.358831825202675e-07,0.012968636599336055,31.99933971272841,0.06993665409648851,0.08086042006816813
21,8.579129260371452,5.126137074682679e-07,0.011255156791332526,32.05807657459208,0.06730060614355618,0.5374932966410637
22,8.544064181744753,5.134993993390183e-07,0.012925754121978996,32.20697006078838,0.06379712437724283,0.26494331199847404
23,8.630649968137137,4.824941472876622e-07,0.012006968960432384,32.10723479150221,0.06318122421211296,0.1480058908005648
24,8.335943695465302,6.044319380811145e-07,0.013419180867287498,32.10630623837304,0.06850435941081516,0.1928347822383086
25,8.55537212374959,6.120645857854112e-07,0.012108569463568345,32.16176425944902,0.06746705965621998,0.4582591152723963
26,8.450150262460225,5.32321393157015e-07,0.012487707161826081,31.94762200379443,0.06617619434053158,0.13821462651763655
27,8.514655152859929,5.132816202693717e-07,0.01287201444845586,31.948711151676992,0.06415091589677722,0.34910245516994703
