,F,V,R0,eta0d,gamma,alpha
0,8.455919814743265,1.4113810492322132e-07,0.006482316536283173,32.17652938458949,0.06461985582544505,0.10296274748957697
1,8.530740615284657,1.778000343330759e-07,0.005811427910477816,31.97631084431805,0.06637037281499499,0.2689285356513119
2,8.361657333160958,2.0468981166212485e-07,0.006770239761806763,32.08944352674625,0.06656368400505329,0.18006709573328292
3,8.467233739306977,1.3958341826047115e-07,0.0058421947838438815,32.151718968920264,0.06802585394300135,0.3403784355780013
4,8.457529733642165,1.7713980027856333e-07,0.007357479252375339,31.892005851872455,0.06445348832342762,0.11510793162373191
5,8.488475573085564,1.731931290761673e-07,0.006661526875912339,32.10484592187491,0.0678504534761535,0.2110418487529573
6,8.705359773517984,1.7583529300240353e-07,0.006110782680446054,32.040223322483456,0.06310477628271229,0.3922965664045773
7,8.516862623950367,1.5482752058986326e-07,0.006042312919165247,32.241795398077926,0.06416184513673222,0.3702345161760522
8,8.486844037406145,1.518586841146716e-07,0.0066422641367908705,32.480161651684185,0.06588066128279295,0.38610683515395905
9,8.617803846819802,1.5547281732056102e-07,0.006996452864518157,32.11489145362727,0.06617395975029501,0.09434293995074633
10,8.519009352155175,1.91276392646528e-07,0.00555220298168649,31.893735753575545,0.06378605892467851,0.37102891905563284
11,8.378619902706053,1.6670791939292128e-07,0.006815374736737154,32.1903964553355,0.06776143469361835,0.168103479295279
12,8.6142140153558,1.9570170641193995e-07,0.005749648953188838,32.09933271427416,0.06759528275493189,0.2254277622493034
13,8.63462676080881,1.3163927364566806e-07,0.005760074484902846,32.01815253184504,0.06852847969236574,0.3077023982919796
14,8.53700944375366,1.5799598267076298e-07,0.0069590359961211185,32.27933254675496,0.06550114411291874,0.11155988830397906
15,8.456875653516404,1.3001445280444936e-07,0.005969536268859909,32.19888848639135,0.06309219216488882,0.2772976128925281
16,8.397596432536826,1.3916176895820167e-07,0.00562986409638145,31.982856852574166,0.06414085233988216,0.18883773894440004
17,8.501960054289913,1.8276639639461745e-07,0.006966566097976886,32.08476436283633,0.06456848426322799,0.2628976787791637
