,F,V,R0,tcrd,eta0d,n,etainfd,gamma,alpha
0,2.8344549861333728,1.2329325120047242e-07,0.0055310383248768835,0.7198365793527292,32.17652938458949,0.7702505134797893,0.0014428983216317188,0.06289576564448814,0.09284080777659492
1,2.7690188851276987,1.3397322534025184e-07,0.0058542509771251795,0.7718780830242246,31.97631084431805,0.7777380428070643,0.001242302639309447,0.06975186530970634,0.15831676461055447
2,2.8758603411786456,1.2392233009212205e-07,0.005600782275370623,0.7511301394291756,32.08944352674625,0.7767866379456082,0.000900159124125684,0.07078672362374724,0.34434414098507105
3,2.8328906232640616,1.0290870482231883e-07,0.0056051141617490105,0.7489728785689251,32.151718968920264,0.773628290064829,0.0009713078108118967,0.06899283974594153,0.2405614974487859
4,2.836266498494966,1.2180920620841884e-07,0.005600856564443693,0.6903015945622669,31.892005851872455,0.7746703798725982,0.0011852505325364027,0.06747365683240461,0.3321856411442388
5,2.812230148478268,1.2790542479010673e-07,0.005579708199903747,0.7314745472996359,32.10484592187491,0.7767070148004517,0.0007583521379657352,0.0676760683724493,0.11339525850148312
6,2.7697312845332096,1.3467011430345574e-07,0.005454539103100989,0.7360950555963143,32.040223322483456,0.774936922379639,0.0013736575406618223,0.06660725828545726,0.2693146872619952
7,2.810910896785618,1.2760854751157154e-07,0.005363248815143855,0.8072466404618872,32.241795398077926,0.7809643537585109,0.0013811357819553467,0.06543262980795181,0.4193409747386973
8,2.816741744145456,1.187603745392387e-07,0.0054887063840197425,0.7666776978667463,32.480161651684185,0.7702859237378598,0.0020889661310462665,0.06437663934353584,0.26838035868197496
9,2.8168743452610023,1.277348493278495e-07,0.0054194798879163295,0.7593713204764178,32.11489145362727,0.776254660014853,0.0006763329777421544,0.06533462466366721,0.14519736862663177
10,2.8915025354865094,1.2274819957742592e-07,0.005740548386637099,0.6967964494136826,31.893735753575545,0.7696240502024795,0.001480797298040103,0.06708580948907282,0.44743384322616697
11,3.030622525023675,1.3125392055410494e-07,0.005565147932063733,0.6993910752546033,32.1903964553355,0.7654298932866859,0.0009761856344106236,0.06996374229716058,0.12478410022321085
12,2.897023258788691,1.210997320147166e-07,0.005355701765653338,0.7144603274760988,32.09933271427416,0.7677345695461938,0.0009039403720838734,0.06811890583338515,0.2541495023856494
13,2.5246372626062055,1.276822487048443e-07,0.00554723723030975,0.7222416787231059,32.01815253184504,0.7706990476578525,0.000981679577217853,0.06910581128520717,0.17307807438728243
14,2.591418704272995,1.296792469365289e-07,0.005720121493309271,0.7398122558325592,32.27933254675496,0.770718716712818,0.0007342933765603893,0.05855854775448036,0.1071281078828868
15,2.7460229027989533,1.290213389734001e-07,0.005582147004514913,0.7312736246459665,32.19888848639135,0.7706946389396565,0.0008776012596880779,0.06793598029175212,0.08763060698554057
16,2.7906944512905336,1.4009935514375767e-07,0.005852040938575514,0.6956976628784375,31.982856852574166,0.770868198995909,0.0010522054330229047,0.06523205784055881,0.278363250834964
17,2.933490394153309,1.4793873725437674e-07,0.006153834349936256,0.7426133074547485,32.08476436283633,0.7715560378498892,0.001373380070034296,0.06737837362387776,0.24853601399545175
18,2.99280901220365,1.3667319948302107e-07,0.005506502639731673,0.7220111143566076,32.12986320059355,0.7718394432841987,0.0007061668943984463,0.06907555043766901,0.18627201752139644
