,F,V,R0,tcrd,eta0d,n,etainfd,gamma,alpha
0,2.7954316756463693,5.34944895835791e-07,0.01162268025816426,0.7198365793527292,32.17652938458949,0.7702505134797893,0.0014428983216317188,0.06758593657265002,0.29956141664297026
1,2.6821203187685643,5.321566480310639e-07,0.01197727040944777,0.7718780830242246,31.97631084431805,0.7777380428070643,0.001242302639309447,0.06683022025794087,0.11812414591501456
2,2.902915454417677,6.29642620752913e-07,0.01207890975744959,0.7511301394291756,32.08944352674625,0.7767866379456082,0.000900159124125684,0.06395827661664266,0.5138719050396703
3,2.8295878252204787,5.436195363998599e-07,0.01078159589316456,0.7489728785689251,32.151718968920264,0.773628290064829,0.0009713078108118967,0.05902051877759377,0.32018647057493554
4,2.867983147885272,5.270570207910038e-07,0.011298479879179289,0.6903015945622669,31.892005851872455,0.7746703798725982,0.0011852505325364027,0.06602935351981988,0.20385676615315249
5,2.8308922297071284,5.637457178724024e-07,0.012558033118334448,0.7314745472996359,32.10484592187491,0.7767070148004517,0.0007583521379657352,0.06710890599022372,0.23496240260911735
6,2.79941514285508,5.575298173758536e-07,0.012329060803167735,0.7360950555963143,32.040223322483456,0.774936922379639,0.0013736575406618223,0.06494869353917596,0.4357851392989297
7,2.786975551547588,4.920637631677819e-07,0.010949485181233749,0.8072466404618872,32.241795398077926,0.7809643537585109,0.0013811357819553467,0.06518029126232067,0.09724308683514735
8,2.754562067084798,4.668348574929521e-07,0.011998492707705656,0.7666776978667463,32.480161651684185,0.7702859237378598,0.0020889661310462665,0.06317303366771203,0.42416700646273814
9,2.885369850843239,5.721206020547205e-07,0.012096385543223943,0.7593713204764178,32.11489145362727,0.776254660014853,0.0006763329777421544,0.06481144765646658,0.08274109340600422
10,2.6717497016927614,6.46417361033538e-07,0.01126517477592373,0.6967964494136826,31.893735753575545,0.7696240502024795,0.001480797298040103,0.06575698116160598,0.16626841253570357
11,2.9020132556711644,5.542241140051892e-07,0.011374982960318865,0.6993910752546033,32.1903964553355,0.7654298932866859,0.0009761856344106236,0.06671891231966756,0.15950852776827945
12,2.772305533540632,5.211448266924153e-07,0.013484726232468271,0.7144603274760988,32.09933271427416,0.7677345695461938,0.0009039403720838734,0.0642473884353305,0.6263440792587557
13,2.80351929004923,5.621216370689013e-07,0.011825004524981655,0.7222416787231059,32.01815253184504,0.7706990476578525,0.000981679577217853,0.06612580172014776,0.2291322448161994
14,2.920100454788705,5.078253577307309e-07,0.0116618745294413,0.7398122558325592,32.27933254675496,0.770718716712818,0.0007342933765603893,0.06454446927550168,0.429099519784903
15,2.685077061135669,5.408405141023742e-07,0.010625826489117772,0.7312736246459665,32.19888848639135,0.7706946389396565,0.0008776012596880779,0.06761278640029625,0.3705538701452502
16,2.917487162227069,6.902234058975849e-07,0.011472135254545013,0.6956976628784375,31.982856852574166,0.770868198995909,0.0010522054330229047,0.06840005661802778,0.30538065302190365
17,2.7888315595145574,5.499022123775893e-07,0.011507785041674828,0.7426133074547485,32.08476436283633,0.7715560378498892,0.001373380070034296,0.06293607992718216,0.3334867368364945
18,2.830047583121192,4.942828035353743e-07,0.011056088279012248,0.7220111143566076,32.12986320059355,0.7718394432841987,0.0007061668943984463,0.06799334182851996,0.1666166989667157
19,3.0534459107528096,5.000782984332925e-07,0.011516102661277037,0.689595005649274,31.97931328544036,0.7704543403180022,0.000872312660095365,0.06530141969894913,0.1375565459678883
20,2.9218575343525592,5.002308677606077e-07,0.011671005833016236,0.7138571586095901,31.99933971272841,0.7749045273747265,0.001237643698802249,0.06548327965178669,0.2505244419997769
21,2.862689273209304,4.40996034295931e-07,0.011994064577206295,0.7172881797376084,32.05807657459208,0.7736387017724683,0.000649718662250048,0.06696728573015649,0.547097188126842
22,2.9235976941283313,5.787066915660419e-07,0.013105566734016704,0.7923058284442468,32.20697006078838,0.7814191055857802,0.001441797192505964,0.06493410201882782,0.5413543244218263
23,2.8667493492062213,5.325295314180848e-07,0.01151972381984217,0.7585167913308101,32.10723479150221,0.7750101986780266,0.0011835167417368893,0.06561740776203821,0.2775112355732325
24,2.739706345998323,5.786207348370821e-07,0.012050065214753287,0.688986367871834,32.10630623837304,0.766685127426936,0.001125706735870843,0.06673884579998109,0.10888294580063308
25,2.9725266495561766,5.851529420384386e-07,0.011580886111934434,0.7702482630418745,32.16176425944902,0.7748855648804539,0.0013481089117263745,0.066221087254912,0.19198277619062257
26,2.8590146180591867,5.723659893171144e-07,0.0114228571968576,0.721451339052368,31.94762200379443,0.7761659193521313,0.001000534246125697,0.06821543155502909,0.2513561072256479
27,2.8428471274074707,4.237829863041576e-07,0.012292489848923506,0.723530962646014,31.948711151676992,0.7731403680829446,0.001205971606550494,0.06888572984397735,0.23530927019804115
