eta,rate
0.83063,1
0.83536,1.25893
0.83245,1.58489
0.82968,1.99526
0.83333,2.51189
0.82922,3.16228
0.82829,3.98107
0.82886,5.01187
0.82931,6.30957
0.82972,7.94328
0.83454,10
0.83075,12.5893
0.82611,15.8489
0.82168,19.9526
0.82136,25.1189
0.81979,31.6228
0.81555,39.8107
0.8094,50.1187
0.80115,63.0958
0.79234,79.4329
0.78848,100
