eta,rate
0.89852,1
0.90065,1.25893
0.90017,1.58489
0.89846,1.99526
0.89549,2.51189
0.88804,3.16228
0.88639,3.98107
0.88601,5.01187
0.88606,6.30957
0.88358,7.94328
0.87605,10
0.8711,12.5893
0.86712,15.8489
0.86213,19.9526
0.85965,25.1189
0.85704,31.6228
0.85313,39.8107
0.84834,50.1187
0.84118,63.0958
0.83351,79.4329
0.83219,100
