eta,rate
0.98313,1
0.97999,1.25893
0.98499,1.58489
0.98404,1.99526
0.98366,2.51189
0.98624,3.16228
0.98607,3.98107
0.98414,5.01187
0.98052,6.30957
0.97713,7.94328
0.96966,10
0.96712,12.5893
0.96413,15.8489
0.96175,19.9526
0.95655,25.1189
0.95126,31.6228
0.94437,39.8107
0.93757,50.1187
0.932,63.0958
0.92398,79.4329
0.92293,100
