eta,rate
0.90783,1
0.97445,1.25893
0.98168,1.58489
0.96994,1.99526
0.96436,2.51189
0.95943,3.16228
0.95254,3.98107
0.94271,5.01187
0.93654,6.30957
0.9315,7.94328
0.9216,10
0.91929,12.5893
0.91658,15.8489
0.91157,19.9526
0.90773,25.1189
0.90229,31.6228
0.89404,39.8107
0.88718,50.1187
0.88019,63.0958
0.87384,79.4329
0.87308,100
