eta,rate
0.87628,1
0.88175,1.25893
0.88574,1.58489
0.88232,1.99526
0.88106,2.51189
0.877,3.16228
0.87903,3.98107
0.87794,5.01187
0.87927,6.30957
0.8792,7.94328
0.88082,10
0.87667,12.5893
0.87335,15.8489
0.86896,19.9526
0.86628,25.1189
0.86389,31.6228
0.8601,39.8107
0.85606,50.1187
0.84936,63.0958
0.84077,79.4329
0.8374,100
