eta,rate
0.83434,1
0.83698,1.25893
0.83652,1.58489
0.8368,1.99526
0.836,2.51189
0.83123,3.16228
0.82932,3.98107
0.82789,5.01187
0.8271,6.30957
0.82725,7.94328
0.82359,10
0.81861,12.5893
0.81431,15.8489
0.81117,19.9526
0.80834,25.1189
0.80565,31.6228
0.80232,39.8107
0.7984,50.1187
0.79321,63.0958
0.78857,79.4329
0.78787,100
