eta,rate
0.8291,1
0.82808,1.25893
0.83369,1.58489
0.83025,1.99526
0.8321,2.51189
0.8291,3.16228
0.82674,3.98107
0.82703,5.01187
0.8276,6.30957
0.8285,7.94328
0.83109,10
0.82614,12.5893
0.82216,15.8489
0.81791,19.9526
0.81541,25.1189
0.81256,31.6228
0.80775,39.8107
0.80315,50.1187
0.79604,63.0958
0.78761,79.4329
0.78429,100
