eta,rate
19.4523,0.1
19.5048,0.15849
19.5801,0.25119
19.6301,0.39811
19.621,0.63096
19.5178,1
19.2499,1.58489
18.4408,2.51189
16.9583,3.98107
14.5493,6.30957
10.8264,10
7.03752,15.8489
4.52594,25.1189
2.95277,39.8107
1.87017,63.0957
1.18725,100
