,F,V,R0,eta0,etainf,n,tcr,gamma,alpha,,vexp,r0exp,eta0exp,etainfexp,nexp,tcrexp
42,8.458244072,-15.79855887,-5.115318957,3.466433948,-6.963514472,-0.268297918,-0.325728269,0.063721743,0.341411937,,1.37649E-07,0.006004062,32.02234526,0.000945767,0.764679935,0.722001351
43,8.263287879,-15.78574855,-5.019588318,3.464206767,-6.991672735,-0.265562416,-0.3313168,0.065607845,0.138294799,,1.39424E-07,0.006607246,31.95110505,0.000919507,0.766774582,0.717977678
44,8.484506836,-15.85546662,-5.089602545,3.464750245,-7.268006501,-0.251459051,-0.345243849,0.067562303,0.101003601,,1.30034E-07,0.006160468,31.96847448,0.000697501,0.777665302,0.708047676
45,8.394290796,-15.80982356,-5.072913125,3.464256194,-6.558623824,-0.255126215,-0.359449585,0.062711173,0.284831488,,1.36107E-07,0.006264145,31.95268435,0.001417836,0.774818698,0.698060443
46,8.501822309,-15.8354543,-5.117880001,3.470408983,-6.567163356,-0.251369699,-0.360005338,0.066964347,0.169625626,,1.32663E-07,0.005988705,32.1498885,0.001405779,0.77773479,0.697672602
47,8.355002692,-15.78411719,-4.996559057,3.466796208,-6.967505334,-0.259614994,-0.270912602,0.065275829,0.200219841,,1.39651E-07,0.006761172,32.03394777,0.000942,0.771348502,0.762683151
48,8.619248436,-15.86927139,-5.15838227,3.460022022,-6.441839479,-0.260582929,-0.386410665,0.066302221,0.289456133,,1.28252E-07,0.005750996,31.81767718,0.001593473,0.770602248,0.679491425
49,8.416269325,-15.85511106,-5.142946567,3.466967108,-6.976697622,-0.257741757,-0.310826139,0.063605659,0.331461838,,1.30081E-07,0.005840455,32.03942284,0.00093338,0.772794775,0.732841277
50,8.475652097,-15.80250726,-5.139492976,3.473112312,-7.4812255,-0.266439629,-0.39544119,0.066267212,0.210343913,,1.37107E-07,0.00586066,32.23691782,0.000563566,0.766102253,0.673382884
51,8.534920448,-15.81614354,-4.987790651,3.469012495,-6.917864028,-0.265417893,-0.370633564,0.061845914,0.254737902,,1.3525E-07,0.006820717,32.1050229,0.000989942,0.766885407,0.690296845
52,8.50383053,-15.81991214,-5.07718762,3.467140445,-6.812848245,-0.256402839,-0.411769158,0.065428786,0.335010019,,1.34741E-07,0.006237426,32.04497694,0.001099557,0.773830177,0.662477186
53,8.419637409,-15.80137337,-4.941568936,3.474321006,-6.557720046,-0.242622706,-0.380841105,0.068739173,0.448559008,,1.37262E-07,0.007143382,32.27590593,0.001419118,0.78456747,0.683286452
54,8.475477007,-15.82573817,-5.048944745,3.460757279,-7.211341503,-0.265028167,-0.252802729,0.065560454,0.253246205,,1.33958E-07,0.0064161,31.84107998,0.000738166,0.76718434,0.776621071
55,8.510423491,-15.80246376,-5.013444531,3.465380663,-6.57574913,-0.260882855,-0.481863296,0.065936035,0.039137052,,1.37113E-07,0.006647965,31.98863436,0.001393761,0.770371159,0.617631489
56,8.342061682,-15.85874389,-5.13711154,3.461907144,-7.181544455,-0.262152496,-0.289017023,0.066496829,0.158518688,,1.29609E-07,0.005874634,31.87771398,0.000760492,0.769393685,0.748999455
57,8.371771115,-15.82263446,-5.032010652,3.458112739,-7.247458201,-0.251635573,-0.278122959,0.064476716,0.155596789,,1.34375E-07,0.006525677,31.75698621,0.000711982,0.777528039,0.75720371
58,8.539367822,-15.83835644,-5.121989014,3.463944126,-6.866059488,-0.261970639,-0.301922718,0.062833116,0.144188307,,1.32278E-07,0.005964148,31.94271448,0.001042577,0.769533618,0.739395204
59,8.460517125,-15.81522502,-5.010272144,3.466274853,-6.686879067,-0.24786046,-0.455689471,0.064779127,0.023057942,,1.35374E-07,0.006669088,32.01725107,0.001247169,0.780468843,0.634010685
60,8.383883811,-15.81258031,-5.059555762,3.465226409,-7.038114209,-0.261349212,-0.366376307,0.064686859,0.329082018,,1.35732E-07,0.006348379,31.98370035,0.00087778,0.770011975,0.69324188
61,8.374532561,-15.8342032,-4.980962074,3.467386955,-7.109692876,-0.258269122,-0.339151817,0.06864131,0.061293004,,1.32829E-07,0.006867452,32.05287732,0.000817146,0.772387338,0.71237429
62,8.50490266,-15.79309872,-5.019090454,3.458338957,-6.842675213,-0.249079065,-0.310373962,0.064886304,0.409918921,,1.38403E-07,0.006610537,31.76417102,0.001067244,0.779518338,0.733172726
63,8.625818435,-15.85853518,-5.023291447,3.470353594,-6.695846151,-0.267163639,-0.425529795,0.066993906,0.312649527,,1.29636E-07,0.006582824,32.1481078,0.001236036,0.765547788,0.653423513
64,8.471761426,-15.82232527,-5.036237571,3.46290227,-6.487612177,-0.255859756,-0.393530886,0.066591088,0.151533722,,1.34416E-07,0.006498151,31.90945212,0.001522179,0.774250545,0.674670479
65,8.446211027,-15.82522335,-5.067557566,3.467379367,-6.62057018,-0.26053157,-0.37000309,0.063186836,0.080834156,,1.34027E-07,0.006297783,32.05263408,0.001332671,0.770641827,0.690732196
66,8.457397052,-15.82798778,-5.083612907,3.463932159,-7.327538556,-0.265453112,-0.383038503,0.065290951,0.178096286,,1.33657E-07,0.006197478,31.94233223,0.000657189,0.766858399,0.681786648
67,8.482126795,-15.84632264,-5.05431619,3.474357435,-7.108553716,-0.259739587,-0.266192607,0.065485809,0.270497155,,1.31229E-07,0.006381729,32.27708175,0.000818077,0.771252404,0.76629152
68,8.629593287,-15.88882062,-5.072063434,3.465225662,-6.46393205,-0.255169018,-0.334476988,0.065814635,0.139533647,,1.25769E-07,0.00626947,31.98367647,0.001558655,0.774785534,0.715712315
69,8.378677712,-15.76353393,-5.063565142,3.467897796,-6.848703557,-0.262626258,-0.363593951,0.064065081,0.260395675,,1.42556E-07,0.006322977,32.06925543,0.00106083,0.769029262,0.695173412
70,8.361780304,-15.76297629,-5.048515784,3.463677263,-6.800769307,-0.261416366,-0.383118098,0.064981531,0.151704541,,1.42635E-07,0.006418853,31.93419129,0.001112919,0.769960268,0.681732383
71,8.595923778,-15.85327874,-5.149929378,3.463093776,-7.229140124,-0.26020534,-0.310359378,0.068155441,0.204503252,,1.30319E-07,0.005799814,31.91556354,0.000725144,0.770893274,0.733183419
72,8.518603133,-15.82987156,-5.101142982,3.463569712,-6.756172763,-0.256662861,-0.380085211,0.065056537,0.330805934,,1.33406E-07,0.006089782,31.93075691,0.001163674,0.77362899,0.683803139
73,8.360031543,-15.81709066,-5.123323713,3.465650833,-7.119322815,-0.254152763,-0.365339465,0.068241253,0.324273495,,1.35122E-07,0.005956193,31.99727789,0.000809315,0.775573314,0.693961035
74,8.437847961,-15.79368808,-4.992419375,3.466663464,-6.891232918,-0.258911244,-0.322517422,0.065774381,0.097680211,,1.38321E-07,0.006789219,32.02969572,0.00101666,0.77189153,0.724323313
75,8.591946241,-15.82829514,-5.166828597,3.466407979,-7.099710895,-0.256845675,-0.423797032,0.068524745,0.180265391,,1.33616E-07,0.005702625,32.02151367,0.000825343,0.773487573,0.654556723
76,8.347299469,-15.78445525,-5.06530539,3.463254563,-6.96333132,-0.262414699,-0.271611257,0.06208608,0.212174447,,1.39604E-07,0.006311983,31.92069557,0.00094594,0.769191975,0.762150484
77,8.458657251,-15.8356258,-4.983960603,3.474436726,-6.981089371,-0.260460364,-0.250910692,0.062976864,0.047025837,,1.3264E-07,0.006846891,32.27964115,0.00092929,0.770696703,0.778091858
78,8.461252346,-15.77037059,-5.001307935,3.461796175,-7.088999556,-0.256142289,-0.340563692,0.064677358,0.287754929,,1.41584E-07,0.00672914,31.87417674,0.000834232,0.774031824,0.711369216
79,8.385239011,-15.84253953,-5.07603605,3.468566393,-6.441908504,-0.254857512,-0.383507127,0.06450611,0.200709088,,1.31726E-07,0.006244613,32.090704,0.001593363,0.775026922,0.681467221
80,8.416903549,-15.77192767,-5.022012553,3.46781341,-6.878494858,-0.258724975,-0.293507712,0.065466583,0.247991685,,1.41364E-07,0.006591248,32.06654934,0.001029693,0.772035323,0.745643473
81,8.46054355,-15.76167042,-5.126276218,3.468641646,-6.765958524,-0.264236441,-0.373616364,0.066996057,0.402887263,,1.42821E-07,0.005938634,32.09311901,0.001152342,0.767791981,0.688240895
82,8.484384519,-15.82663411,-4.990104052,3.463747601,-6.869649838,-0.260783038,-0.355765073,0.063677225,0.17761794,,1.33838E-07,0.006804956,31.93643755,0.001038841,0.770448059,0.700637199
83,8.383057441,-15.82650661,-5.086115649,3.461780948,-6.919021975,-0.265434557,-0.337815092,0.06483555,0.153747386,,1.33855E-07,0.006181986,31.87369138,0.000988797,0.766872628,0.713327176
84,8.400403635,-15.82192568,-5.037793292,3.464874309,-6.974545781,-0.249949327,-0.305671013,0.064948887,0.156550727,,1.3447E-07,0.00648805,31.97244089,0.000935391,0.778840248,0.736628921
85,8.709040773,-15.85682319,-5.06957235,3.464306709,-6.822727261,-0.262310287,-0.340402607,0.062383032,0.266452932,,1.29858E-07,0.006285107,31.95429846,0.001088748,0.769272291,0.711483817
86,8.393832213,-15.77627248,-5.078416341,3.466946955,-6.674480164,-0.249924882,-0.394048824,0.065311222,0.169977161,,1.40751E-07,0.006229767,32.03877714,0.001262729,0.778859287,0.674321133
87,8.405426792,-15.8500333,-4.944881486,3.474029192,-6.947157505,-0.263042503,-0.314812661,0.064363456,0.163035927,,1.30743E-07,0.007119758,32.26648876,0.000961364,0.768709224,0.729925605
88,8.463084233,-15.82491787,-5.03987151,3.46691396,-6.808496329,-0.248084422,-0.290936684,0.070040831,0.145291748,,1.34068E-07,0.00647458,32.03772003,0.001104352,0.780294067,0.747563009
89,8.566648127,-15.80431118,-5.057257665,3.468220805,-7.007319462,-0.245559413,-0.302816801,0.066507971,0.315865273,,1.36859E-07,0.006362985,32.07961573,0.000905232,0.782266806,0.738734419
90,8.483840416,-15.7925804,-5.036770496,3.470222567,-6.574563392,-0.24744307,-0.40939503,0.06659102,0.357875018,,1.38474E-07,0.006494689,32.14389581,0.001395415,0.78079467,0.66405186
91,8.482586245,-15.80780022,-5.061168113,3.46263932,-6.701117781,-0.259694039,-0.35894131,0.067979243,0.143349145,,1.36383E-07,0.006338152,31.9010626,0.001229537,0.771287534,0.69841534
92,8.666329244,-15.85553674,-5.034732618,3.466481487,-6.915629346,-0.266868376,-0.425304176,0.065226088,0.224148102,,1.30025E-07,0.006507938,32.02386758,0.000992157,0.765773859,0.653570954
93,8.371935393,-15.81748408,-5.072400001,3.467818061,-7.435620865,-0.260628445,-0.289490059,0.066385963,0.139809723,,1.35068E-07,0.00626736,32.06669849,0.000589863,0.770567174,0.748645235
94,8.501128061,-15.83004398,-5.070791812,3.474339565,-6.928528956,-0.245230778,-0.294907593,0.063118634,0.100745437,,1.33383E-07,0.006277448,32.27650496,0.000979441,0.782523928,0.744600391
95,8.273675349,-15.80669873,-5.106018761,3.465127495,-6.327048065,-0.262908438,-0.39852893,0.063047624,0.11795437,,1.36533E-07,0.006060162,31.98053686,0.001787302,0.768812288,0.671306859
96,8.385184142,-15.74814291,-5.035077429,3.463758167,-6.903717059,-0.260150247,-0.324321564,0.063321152,0.19916413,,1.44767E-07,0.006505694,31.936775,0.001004046,0.770935746,0.723017708
97,8.303855021,-15.8375133,-5.08499133,3.462062994,-7.21799079,-0.264132881,-0.31187014,0.065387397,0.104927884,,1.3239E-07,0.006188941,31.88268248,0.000733274,0.767871497,0.732076589
98,8.638010486,-15.95995543,-5.105384457,3.464218743,-6.713185891,-0.265722825,-0.303928168,0.067391536,0.228573033,,1.17133E-07,0.006064007,31.95148771,0.001214788,0.766651594,0.73791387
99,8.542084392,-15.81876277,-5.076356859,3.45630548,-6.873464606,-0.256746508,-0.408850936,0.065160122,0.26579154,,1.34896E-07,0.00624261,31.69964494,0.001034885,0.773564281,0.664413265
100,8.439804346,-15.82708783,-5.092074689,3.466921769,-7.01085883,-0.253683952,-0.351871232,0.063024154,0.30211708,,1.33778E-07,0.006145257,32.03797023,0.000902034,0.775936996,0.703370688
101,8.506031074,-15.84701646,-5.03833173,3.465463995,-6.792952595,-0.258656293,-0.380295692,0.066341933,0.168449172,,1.31138E-07,0.006484557,31.99130014,0.001121652,0.77208835,0.683659227
102,8.415120534,-15.79415669,-5.038676764,3.468310219,-7.225731831,-0.249686172,-0.407687258,0.061779797,0.136760014,,1.38256E-07,0.00648232,32.08248423,0.00072762,0.779045231,0.665186878
103,8.459915063,-15.78981235,-5.076006749,3.4656276,-6.893165557,-0.259764231,-0.350952523,0.065797065,0.19590623,,1.38858E-07,0.006244796,31.9965345,0.001014697,0.771233397,0.704017178
104,8.426435944,-15.83224727,-5.152189294,3.465193393,-7.114620069,-0.253768755,-0.294709634,0.062982158,0.228760782,,1.33089E-07,0.005786722,31.98264439,0.00081313,0.775871197,0.744747805
105,8.390822976,-15.81098086,-4.97997773,3.465154977,-7.292730325,-0.259024999,-0.332223431,0.061686191,0.288212889,,1.3595E-07,0.006874216,31.98141578,0.000680468,0.771803729,0.717327032
106,8.467491233,-15.78538523,-5.019319731,3.467373728,-6.570584608,-0.259839336,-0.352478152,0.065627097,0.415397259,,1.39474E-07,0.006609021,32.05245335,0.001400978,0.771175476,0.702943928
107,8.577308555,-15.81509649,-5.073273855,3.466650682,-6.869395411,-0.258082704,-0.31253872,0.065703781,0.180997975,,1.35391E-07,0.006261886,32.02928632,0.001039105,0.772531338,0.731587301
108,8.240946953,-15.73451257,-5.138520344,3.463699182,-7.145308755,-0.254905947,-0.412411976,0.064691708,0.439291314,,1.46753E-07,0.005866363,31.93489125,0.000788555,0.774989385,0.662051471
109,8.459619725,-15.77123678,-4.949847271,3.465941435,-6.881433735,-0.25328323,-0.413205735,0.064952377,0.159112084,,1.41462E-07,0.007084491,32.00657771,0.001026671,0.776247994,0.66152617
110,8.359795929,-15.75517954,-5.030635068,3.46109828,-6.54163547,-0.247047711,-0.31023037,0.066830652,0.355639253,,1.43752E-07,0.006534659,31.85193967,0.001442128,0.781103426,0.733278012
111,8.481337441,-15.83126271,-5.082249538,3.462772607,-6.883449928,-0.252484957,-0.320695785,0.067269792,0.304143407,,1.3322E-07,0.006205933,31.90531488,0.001024603,0.776867899,0.725643969
112,8.64673477,-15.85413896,-5.084394462,3.466040995,-6.882229157,-0.260552069,-0.321304474,0.065405997,0.277670224,,1.30207E-07,0.006192636,32.00976445,0.001025855,0.77062603,0.725202412
113,8.470836061,-15.80529167,-5.09206334,3.460288159,-6.39718467,-0.253477695,-0.383559883,0.064935229,0.192144973,,1.36725E-07,0.006145327,31.82614619,0.001666242,0.776097055,0.681431271
114,8.360484167,-15.85584329,-5.056057028,3.466723098,-6.907319552,-0.262555678,-0.358380737,0.06689935,0.161123827,,1.29985E-07,0.006370629,32.03160584,0.001000436,0.769083542,0.698806963
115,8.548633425,-15.74181135,-5.12091481,3.47587823,-5.969562257,-0.253953032,-0.403959234,0.069129377,0.400408252,,1.45686E-07,0.005970558,32.32620593,0.00255536,0.775728236,0.667671339
116,8.487463542,-15.87378984,-5.111209121,3.464931431,-7.081499449,-0.256721214,-0.31165514,0.069801583,0.103799729,,1.27673E-07,0.006028789,31.97426726,0.000840512,0.773583848,0.732234003
117,8.35987683,-15.76252169,-5.026938291,3.465230111,-6.672827936,-0.253174565,-0.300011734,0.066952607,0.298319395,,1.427E-07,0.006558861,31.98381874,0.001264817,0.776332349,0.740809528
118,8.429638796,-15.74828351,-5.02846143,3.462135856,-6.874944852,-0.268399779,-0.373730784,0.064311183,0.136124753,,1.44746E-07,0.006548879,31.88500562,0.001033355,0.764602048,0.688162151
119,8.490070487,-15.77787696,-4.990643839,3.468217028,-6.72421097,-0.256075233,-0.396240605,0.064295525,0.221287213,,1.40525E-07,0.006801284,32.07949459,0.001201468,0.77408373,0.672844787
120,8.453551389,-15.83466795,-5.135568677,3.466577932,-7.436097676,-0.254935916,-0.273099185,0.066165023,0.104887728,,1.32767E-07,0.005883705,32.0269563,0.000589581,0.774966159,0.761017302
121,8.484004081,-15.87697222,-5.104412828,3.46215401,-7.166132963,-0.254475584,-0.347235428,0.06474546,0.147653146,,1.27268E-07,0.006069902,31.88558447,0.000772303,0.775322983,0.706638946
122,8.362140423,-15.85939773,-4.995850325,3.464993476,-6.52179854,-0.269373308,-0.349810216,0.066436732,0.086649044,,1.29524E-07,0.006765965,31.97625115,0.001471021,0.763858048,0.704821841
123,8.426310219,-15.80710934,-5.035606839,3.46671464,-7.092444382,-0.254728656,-0.312803668,0.062210206,0.133052164,,1.36477E-07,0.006502251,32.03133492,0.000831363,0.775126795,0.731393495
124,8.501127661,-15.83634187,-5.038503365,3.463366735,-7.290270415,-0.254089476,-0.382832999,0.06264003,0.477995697,,1.32545E-07,0.006483444,31.92427635,0.000682144,0.775622399,0.681926773
125,8.345724304,-15.84641268,-5.108423435,3.465350864,-7.089013693,-0.255750634,-0.342179133,0.068534175,0.142096153,,1.31217E-07,0.006045607,31.98768113,0.00083422,0.774335038,0.710220969
126,8.513689402,-15.82774469,-5.122912466,3.457451186,-7.174976414,-0.254585234,-0.343894022,0.068383948,0.242362668,,1.3369E-07,0.005958643,31.73598424,0.000765504,0.775237974,0.709004063
127,8.468664849,-15.84236011,-5.10578717,3.458951944,-7.169509245,-0.251374505,-0.296972481,0.06340734,0.055151204,,1.3175E-07,0.006061566,31.78364802,0.0007697,0.777731053,0.743064461
128,8.452082852,-15.81223415,-5.042813135,3.456246559,-6.925508454,-0.251466264,-0.452838502,0.065779317,0.110366741,,1.35779E-07,0.006455562,31.69777722,0.000982403,0.777659692,0.635820809
129,8.474903698,-15.73975909,-5.105126871,3.471805034,-7.103505765,-0.257696169,-0.457950498,0.063994063,0.236973343,,1.45985E-07,0.006065569,32.19480273,0.000822217,0.772830006,0.632578789
130,8.568700502,-15.79188625,-5.112501831,3.461552977,-7.298334637,-0.267129968,-0.427579423,0.069676218,0.153993386,,1.38571E-07,0.006021001,31.86642592,0.000676665,0.765573565,0.652085609
131,8.418869602,-15.80754612,-5.096580598,3.473879708,-6.922688192,-0.247111625,-0.297001864,0.065327235,0.278705741,,1.36417E-07,0.006117629,32.2616658,0.000985178,0.781053503,0.743042628
132,8.362262245,-15.79922946,-5.040448314,3.465736325,-6.926526188,-0.260948112,-0.393142856,0.069093551,0.37216264,,1.37557E-07,0.006470847,32.00001352,0.000981404,0.770320889,0.674932323
133,8.603171934,-15.82185667,-5.061686367,3.465390508,-6.666454739,-0.265885248,-0.340084898,0.06685603,0.482863605,,1.34479E-07,0.006334868,31.98894929,0.001272904,0.766527083,0.711709897
134,8.613888695,-15.7962511,-4.964319056,3.461225955,-7.119221932,-0.262616585,-0.366742917,0.068991272,0.254120849,,1.37967E-07,0.006982704,31.85600662,0.000809396,0.769036701,0.692987777
135,8.439187559,-15.79247607,-5.1291707,3.468296645,-7.00395002,-0.261177223,-0.331584279,0.063322248,0.34765233,,1.38489E-07,0.005921469,32.08204875,0.000908287,0.77014442,0.71778566
136,8.428484877,-15.82335405,-5.017179609,3.470357629,-6.638257052,-0.255490222,-0.28058489,0.06548385,0.433789454,,1.34278E-07,0.00662318,32.14823754,0.001309307,0.77453671,0.75534182
137,8.607005652,-15.77569354,-5.08703871,3.462295701,-6.85933068,-0.247128908,-0.329840097,0.064045138,0.337533916,,1.40833E-07,0.006176283,31.89010268,0.001049616,0.781040004,0.719038701
